#                                                                                                        --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                                 accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                                         ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VITVvi_vCabSauv08_v1.1_Haplotig000206F_002.ver1.0.g241850.t01 -          LRR_4                PF12799.13  9.7e-123  397.1 211.8   2.6e-05   24.0   1.0  35.2  29   4   8  38  38  36  31 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000178F.ver1.0.g552770.t01      -          LRR_4                PF12799.13   6.5e-45  149.8 113.6   2.1e-06   27.5   5.6  18.1  14   3   6  20  20  17  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000302F.ver1.0.g590990.t01      -          LRR_4                PF12799.13   6.8e-45  149.8 117.1   1.3e-05   24.9   1.2  19.8  14   3   8  22  22  17  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000229F.ver1.0.g574090.t01      -          LRR_4                PF12799.13   8.5e-45  149.4 149.7   0.00016   21.5   0.1  21.3   8   4  20  29  29  26  23 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000105F.ver1.0.g495840.t01      -          LRR_4                PF12799.13   1.4e-44  148.8 109.4   3.4e-06   26.8   2.9  18.0  11   4   7  20  20  17  15 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000098F_001.ver1.0.g200890.t01 -          LRR_4                PF12799.13     2e-44  148.3 111.8     5e-06   26.3   1.9  17.4   8   3  11  20  20  20  14 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000178F.ver1.0.g552750.t01      -          LRR_4                PF12799.13   2.9e-44  147.8 122.5     9e-07   28.6   0.6  18.4  10   5  10  22  22  18  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000051F_007.ver1.0.g159730.t01 -          LRR_4                PF12799.13   3.5e-44  147.5 115.9   4.4e-05   23.3   0.6  17.7   8   5   7  19  19  17  15 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000041F_013.ver1.0.g146100.t01 -          LRR_4                PF12799.13   6.6e-44  146.6  87.3   2.5e-07   30.4   2.3  13.6  10   3   2  13  13  12   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000051F.ver1.0.g425970.t01      -          LRR_4                PF12799.13   6.9e-44  146.6 117.3     1e-05   25.3   3.3  17.0   9   5   5  18  18  16  14 | TM
VITVvi_vCabSauv08_v1.1_Primary000041F.ver1.0.g411810.t01      -          LRR_4                PF12799.13   9.6e-44  146.1  88.2   2.5e-07   30.4   2.3  13.6  10   3   2  13  13  12   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000316F_003.ver1.0.g247480.t01 -          LRR_4                PF12799.13   1.1e-43  145.9 134.0   1.6e-05   24.7   1.9  20.2  10   5  11  24  24  20  14 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000316F_006.ver1.0.g247540.t01 -          LRR_4                PF12799.13   1.1e-43  145.9 134.0   1.6e-05   24.7   1.9  20.2  10   5  11  24  24  20  14 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000070F.ver1.0.g451460.t01      -          LRR_4                PF12799.13   1.3e-43  145.7  93.6   6.3e-05   22.8   0.5  16.4   8   5  10  20  20  18  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000432F.ver1.0.g608530.t01      -          LRR_4                PF12799.13   1.7e-43  145.3  67.2   4.3e-06   26.5   1.1  13.0   9   3   5  14  14  13  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000432F.ver1.0.g608580.t01      -          LRR_4                PF12799.13   1.8e-43  145.3  59.6   2.8e-06   27.1   1.5  12.6   9   2   5  14  14  13  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000051F.ver1.0.g426170.t01      -          LRR_4                PF12799.13   2.2e-43  145.0 110.1   6.7e-06   25.9   3.8  16.7   5   4  14  22  22  19  18 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000023F_025.ver1.0.g113780.t01 -          LRR_4                PF12799.13   3.2e-43  144.4  96.0   3.3e-05   23.7   0.1  14.9   8   4   6  16  16  14  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000197F.ver1.0.g561060.t01      -          LRR_4                PF12799.13   3.4e-43  144.4 152.4   1.1e-05   25.2   1.2  23.6  13   4   9  25  25  19  11 | TM
VITVvi_vCabSauv08_v1.1_Primary000151F.ver1.0.g534410.t01      -          LRR_4                PF12799.13   3.9e-43  144.2  92.0   1.4e-06   28.0   0.9  16.2   9   4  10  20  20  17  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000432F.ver1.0.g608590.t01      -          LRR_4                PF12799.13   4.4e-43  144.0  70.6   0.00013   21.8   1.2  12.5   7   2   4  13  13  13  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000052F_004.ver1.0.g160930.t01 -          LRR_4                PF12799.13   4.4e-43  144.0  90.5   4.7e-05   23.2   2.0  18.6  10   3   7  21  21  17  13 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000051F_016.ver1.0.g160440.t01 -          LRR_4                PF12799.13   5.1e-43  143.8 110.4   1.1e-05   25.2   3.6  16.8   3   3  14  22  22  19  18 | TM
VITVvi_vCabSauv08_v1.1_Primary000016F.ver1.0.g345150.t01      -          LRR_4                PF12799.13   5.1e-43  143.8 117.8   2.4e-05   24.1   1.2  17.5  10   3   4  18  18  16  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000073F_006.ver1.0.g181270.t01 -          LRR_4                PF12799.13   5.9e-43  143.6 125.8   2.7e-05   23.9   5.0  17.7   9   4   8  19  19  17  14 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g272520.t01      -          LRR_4                PF12799.13   6.1e-43  143.5 112.1   0.00014   21.7   0.1  16.6  10   2   7  20  20  19  14 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g337050.t01      -          LRR_4                PF12799.13   6.5e-43  143.5 114.3   4.9e-05   23.1   1.0  20.4  14   4   5  21  21  18  12 | TM
VITVvi_vCabSauv08_v1.1_Primary000023F.ver1.0.g367520.t01      -          LRR_4                PF12799.13   7.3e-43  143.3  97.6   3.3e-05   23.7   0.1  15.0   8   4   7  17  17  14  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000021F_038.ver1.0.g106800.t01 -          LRR_4                PF12799.13   1.2e-42  142.7 115.1   2.3e-05   24.2   1.1  17.6   9   4  12  22  22  19  14 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000178F.ver1.0.g552840.t01      -          LRR_4                PF12799.13   3.3e-42  141.2 144.4   2.4e-05   24.1   3.9  23.0  14   5  16  30  30  24  14 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000316F.ver1.0.g593480.t01      -          LRR_4                PF12799.13   3.7e-42  141.0 135.9   1.6e-05   24.6   1.9  19.8  10   5   9  22  22  18  14 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000043F.ver1.0.g415960.t01      -          LRR_4                PF12799.13   4.3e-42  140.8 121.0   2.8e-05   23.9   0.4  17.3  11   3   9  20  20  19  14 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_007.ver1.0.g073490.t01 -          LRR_4                PF12799.13   4.8e-42  140.7  63.2   0.00019   21.3   0.2  12.7  10   1   3  13  13  13  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000014F_032.ver1.0.g088140.t01 -          LRR_4                PF12799.13   5.3e-42  140.6  82.9   0.00013   21.8   0.1  17.3   7   4  11  21  21  20  12 | TM
VITVvi_vCabSauv08_v1.1_Primary000048F.ver1.0.g422480.t03      -          LRR_4                PF12799.13   5.8e-42  140.4 108.8   5.5e-06   26.1   3.8  17.2   7   5  15  23  23  20  14 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000048F.ver1.0.g422480.t01      -          LRR_4                PF12799.13   6.5e-42  140.3 106.7   5.9e-06   26.0   3.7  17.1   8   5  13  22  22  18  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000048F.ver1.0.g422480.t02      -          LRR_4                PF12799.13   7.6e-42  140.1 106.7   5.9e-06   26.0   3.7  17.1   8   5  13  22  22  18  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g321910.t01      -          LRR_4                PF12799.13     8e-42  140.0  67.6   5.5e-06   26.1   3.0  14.3   8   3   6  16  16  13  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000098F_001.ver1.0.g200980.t01 -          LRR_4                PF12799.13   9.8e-42  139.7 130.1   0.00014   21.6   5.7  18.6   9   5  14  24  24  21  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000031F_004.ver1.0.g131970.t01 -          LRR_4                PF12799.13   1.1e-41  139.6 108.0   3.6e-05   23.5   0.7  17.4  12   3   4  18  18  12  10 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000105F_014.ver1.0.g207280.t01 -          LRR_4                PF12799.13   1.1e-41  139.6 109.9   2.1e-07   30.7   0.8  17.2  11   3   9  21  21  16  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_017.ver1.0.g075870.t01 -          LRR_4                PF12799.13   1.1e-41  139.6  67.7   5.5e-06   26.1   3.0  14.3   8   3   6  16  16  13  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_007.ver1.0.g073490.t02 -          LRR_4                PF12799.13   1.8e-41  138.8  63.3   0.00021   21.1   0.2  12.7  10   1   3  13  13  13  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000335F.ver1.0.g597170.t01      -          LRR_4                PF12799.13   1.9e-41  138.8 120.7   0.00015   21.6   2.6  17.4  11   3   7  18  18  17  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000123F_011.ver1.0.g217250.t01 -          LRR_4                PF12799.13     2e-41  138.7 137.7   0.00044   20.1   1.5  25.9  23   4   3  26  26  15  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000120F.ver1.0.g510350.t01      -          LRR_4                PF12799.13     2e-41  138.7  84.0   1.5e-06   27.9   2.5  15.4   8   5   8  17  17  15  14 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_007.ver1.0.g073490.t03 -          LRR_4                PF12799.13   2.4e-41  138.5  63.4   0.00021   21.1   0.2  12.7  10   1   3  13  13  13  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157030.t04 -          LRR_4                PF12799.13   2.8e-41  138.3 104.5   5.5e-06   26.1   3.8  17.2   8   5   7  18  18  16  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000031F.ver1.0.g393350.t01      -          LRR_4                PF12799.13   3.5e-41  138.0 108.9   3.6e-05   23.5   0.7  17.1  12   3   4  18  18  12  10 | TM
VITVvi_vCabSauv08_v1.1_Primary000178F.ver1.0.g552830.t01      -          LRR_4                PF12799.13   3.9e-41  137.8  78.8   8.3e-07   28.7   5.1  12.3   9   2   4  13  13  12  10 | TM
VITVvi_vCabSauv08_v1.1_Primary000288F.ver1.0.g588010.t01      -          LRR_4                PF12799.13     4e-41  137.8 114.5   6.1e-05   22.8   3.8  15.0  12   1   4  16  16  14  11 | TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g320020.t02      -          LRR_4                PF12799.13   5.3e-41  137.4  61.7   0.00023   21.0   4.3  12.7  10   1   3  13  13  13  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000125F.ver1.0.g514980.t01      -          LRR_4                PF12799.13   5.9e-41  137.2 101.5   0.00056   19.8   1.5  17.7  12   3   7  19  19  18  12 | SP
VITVvi_vCabSauv08_v1.1_Primary000125F.ver1.0.g514980.t02      -          LRR_4                PF12799.13   5.9e-41  137.2 101.5   0.00056   19.8   1.5  17.7  12   3   7  19  19  18  12 | SP
VITVvi_vCabSauv08_v1.1_Primary000125F.ver1.0.g514980.t03      -          LRR_4                PF12799.13   5.9e-41  137.2 101.5   0.00056   19.8   1.5  17.7  12   3   7  19  19  18  12 | SP
VITVvi_vCabSauv08_v1.1_Primary000125F.ver1.0.g514980.t04      -          LRR_4                PF12799.13   5.9e-41  137.2 101.5   0.00056   19.8   1.5  17.7  12   3   7  19  19  18  12 | SP
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g320020.t01      -          LRR_4                PF12799.13     7e-41  137.0  61.8   0.00023   21.0   4.3  12.7  10   1   3  13  13  13  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157030.t01 -          LRR_4                PF12799.13   9.8e-41  136.5 103.9   5.9e-06   26.0   3.7  17.1   8   5   8  19  19  17  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157030.t02 -          LRR_4                PF12799.13   1.3e-40  136.1 104.2   5.9e-06   26.0   3.7  17.1   8   5   8  19  19  17  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000031F_001.ver1.0.g131500.t01 -          LRR_4                PF12799.13   1.5e-40  136.0  97.6   1.4e-06   28.0   2.4  11.6   3   2  11  15  15  15  15 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000052F.ver1.0.g427420.t01      -          LRR_4                PF12799.13     3e-40  135.0  94.2     4e-05   23.4   2.6  16.7  10   4   2  17  17  11   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000100F.ver1.0.g489980.t01      -          LRR_4                PF12799.13   4.7e-40  134.4  82.3   0.00045   20.0   3.7  14.2   5   4  14  19  19  18  16 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000006F.ver1.0.g302450.t01      -          LRR_4                PF12799.13     5e-40  134.3  82.2   0.00046   20.0   3.7  14.2   5   4  12  18  18  18  16 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000107F.ver1.0.g497910.t01      -          LRR_4                PF12799.13   6.3e-40  134.0 109.2   0.00018   21.4   0.5  17.3   5   4  11  20  20  19  14 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000049F_003.ver1.0.g158100.t01 -          LRR_4                PF12799.13   6.6e-40  133.9 108.9   0.00019   21.3   0.5  16.8   7   4   4  17  17  14  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157010.t01 -          LRR_4                PF12799.13   6.9e-40  133.8 108.0   5.1e-06   26.2   3.6  17.1   6   5  13  22  22  20  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000316F_005.ver1.0.g247520.t01 -          LRR_4                PF12799.13   7.4e-40  133.8 110.4   6.4e-06   25.9   0.8  17.1   9   3  12  22  22  19  12 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000004F_044.ver1.0.g044820.t01 -          LRR_4                PF12799.13   7.6e-40  133.7  75.2   0.00017   21.4   2.4  15.2   8   3   6  17  17  15  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000049F.ver1.0.g424750.t01      -          LRR_4                PF12799.13   8.9e-40  133.5 109.3   0.00019   21.3   0.5  16.8   7   4   6  18  18  15  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000316F_003.ver1.0.g247460.t01 -          LRR_4                PF12799.13   1.1e-39  133.2  95.4     1e-05   25.3   1.9  14.0   6   4   7  15  15  15  11 | TM
VITVvi_vCabSauv08_v1.1_Primary000316F.ver1.0.g593460.t01      -          LRR_4                PF12799.13   1.1e-39  133.2  95.4     1e-05   25.3   1.9  14.0   6   4   7  15  15  15  11 | TM
VITVvi_vCabSauv08_v1.1_Primary000224F.ver1.0.g572420.t01      -          LRR_4                PF12799.13   2.1e-39  132.3 155.4   6.7e-05   22.7   4.8  22.6  15   4   9  25  25  17  11 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000136F_009.ver1.0.g225650.t01 -          LRR_4                PF12799.13   2.6e-39  132.0 166.4   0.00034   20.4   1.3  28.2  15   9  12  30  30  23  15 | SP
VITVvi_vCabSauv08_v1.1_Primary000052F.ver1.0.g428690.t01      -          LRR_4                PF12799.13   2.7e-39  131.9  90.0   3.4e-06   26.8   3.0  15.2  10   3   5  17  17  13  10 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000130F_007.ver1.0.g223490.t01 -          LRR_4                PF12799.13     3e-39  131.8  80.0   5.5e-06   26.1   1.7  15.0   9   3   8  17  17  15  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000130F.ver1.0.g520450.t02      -          LRR_4                PF12799.13     3e-39  131.8  80.0   5.5e-06   26.1   1.7  15.0   9   3   8  17  17  15  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000178F.ver1.0.g552820.t01      -          LRR_4                PF12799.13   3.5e-39  131.6  88.9   2.3e-06   27.3   2.5  16.1  12   3   6  18  18  15  12 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000044F_005.ver1.0.g151570.t01 -          LRR_4                PF12799.13   3.5e-39  131.6 119.2    0.0009   19.1   0.3  20.9  16   4   4  22  22  18  12 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157010.t02 -          LRR_4                PF12799.13   4.5e-39  131.3 108.2   5.7e-06   26.1   3.7  17.0   6   5  13  22  22  18  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000102F.ver1.0.g491920.t01      -          LRR_4                PF12799.13   4.5e-39  131.3  99.1   3.3e-05   23.7   0.2  14.3   9   4   4  15  15  14  11 | TM
VITVvi_vCabSauv08_v1.1_Primary000214F.ver1.0.g568600.t01      -          LRR_4                PF12799.13   4.6e-39  131.2  67.1   8.9e-05   22.3   0.5  13.3   6   4   7  15  15  13  12 | TM
VITVvi_vCabSauv08_v1.1_Primary000226F.ver1.0.g573340.t01      -          LRR_4                PF12799.13   4.6e-39  131.2  67.1   8.9e-05   22.3   0.5  13.3   6   4   7  15  15  13  12 | TM
VITVvi_vCabSauv08_v1.1_Primary000065F.ver1.0.g446300.t02      -          LRR_4                PF12799.13     1e-38  130.2  72.8   0.00032   20.5   1.5  12.8   7   2   4  14  14  12  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g337300.t01      -          LRR_4                PF12799.13   1.1e-38  130.1 106.2   9.8e-06   25.3   0.4  17.9  11   5   7  19  19  17  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000125F_004.ver1.0.g219050.t01 -          LRR_4                PF12799.13   1.2e-38  129.9 102.3   0.00088   19.1   0.2  18.7  11   5   4  19  19  14  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000120F.ver1.0.g510370.t01      -          LRR_4                PF12799.13   1.5e-38  129.6  88.3   3.5e-05   23.6   1.5  16.5  12   4   7  19  19  14  13 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000010F_029.ver1.0.g080300.t01 -          LRR_4                PF12799.13   1.6e-38  129.5  85.7   3.3e-06   26.8   2.1  14.0   7   4   7  16  16  13  11 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000043F_024.ver1.0.g150910.t01 -          LRR_4                PF12799.13   1.6e-38  129.5  89.8   0.00023   21.0   0.3  13.8  10   2   4  14  14  14  12 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000065F_003.ver1.0.g175540.t02 -          LRR_4                PF12799.13   1.8e-38  129.3  72.9   0.00031   20.6   1.5  12.8   7   2   4  14  14  12  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000130F.ver1.0.g520450.t01      -          LRR_4                PF12799.13   2.7e-38  128.8  81.8   5.9e-06   26.0   1.7  15.0   9   3   9  18  18  14  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000070F.ver1.0.g451380.t01      -          LRR_4                PF12799.13   2.7e-38  128.8 112.7   1.2e-05   25.1   0.4  15.2  12   2   7  19  19  16  13 | TM
VITVvi_vCabSauv08_v1.1_Primary000125F.ver1.0.g515210.t02      -          LRR_4                PF12799.13   3.2e-38  128.6 104.4   2.6e-05   24.0   0.7  15.3  11   3   2  15  15  13   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000118F.ver1.0.g509110.t01      -          LRR_4                PF12799.13   3.3e-38  128.5  92.1   3.5e-05   23.6   0.9  13.7  11   2   3  14  14  14  11 | TM
VITVvi_vCabSauv08_v1.1_Primary000025F.ver1.0.g373950.t01      -          LRR_4                PF12799.13   4.3e-38  128.1 206.5   4.8e-05   23.1   0.2  21.5  10   4  12  25  25  24  18 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000065F.ver1.0.g446300.t01      -          LRR_4                PF12799.13   4.4e-38  128.1  73.4   0.00036   20.4   1.5  12.7   7   2   4  14  14  12  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000308F.ver1.0.g592580.t01      -          LRR_4                PF12799.13     5e-38  128.0 125.5   3.8e-07   29.8   3.3  14.7   5   3   7  16  16  14  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000065F_003.ver1.0.g175540.t01 -          LRR_4                PF12799.13   5.5e-38  127.8  73.0   0.00035   20.4   1.5  12.8   7   2   5  14  14  12  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000095F_005.ver1.0.g197890.t01 -          LRR_4                PF12799.13   6.4e-38  127.6 211.7    0.0002   21.2   6.0  33.4  20   9  14  37  37  21  12 | TM
VITVvi_vCabSauv08_v1.1_Primary000081F.ver1.0.g463710.t01      -          LRR_4                PF12799.13   7.2e-38  127.4 105.4   3.4e-06   26.8   0.8  17.3  12   5   7  20  20  13  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157020.t02 -          LRR_4                PF12799.13   7.3e-38  127.4 106.6     3e-05   23.8   3.6  17.2   7   4  10  20  20  17  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000125F.ver1.0.g515210.t01      -          LRR_4                PF12799.13   7.4e-38  127.4 101.5   3.2e-05   23.7   0.7  15.1  11   2   2  15  15  12   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g337070.t01      -          LRR_4                PF12799.13   9.6e-38  127.0  76.4   8.4e-05   22.4   0.1  15.6   8   2   6  17  17  15   7 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157020.t03 -          LRR_4                PF12799.13     1e-37  126.9 106.9     3e-05   23.8   3.6  17.2   7   4  11  20  20  17  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000125F_007.ver1.0.g219720.t01 -          LRR_4                PF12799.13   1.5e-37  126.4 101.0   8.8e-05   22.3   1.5  17.5  12   3   6  19  19  15  10 | TM
VITVvi_vCabSauv08_v1.1_Primary000070F.ver1.0.g451380.t02      -          LRR_4                PF12799.13   1.8e-37  126.1 111.3   1.2e-05   25.0   0.4  16.0  13   2   5  19  19  16  11 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000004F_076.ver1.0.g047680.t01 -          LRR_4                PF12799.13   2.1e-37  125.9  64.4   2.5e-06   27.2   1.2  12.2   7   2   4  12  12  11  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000018F_013.ver1.0.g096470.t01 -          LRR_4                PF12799.13   2.3e-37  125.9  79.8   0.00047   20.0   4.5  14.3   8   3   7  16  16  14  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000078F.ver1.0.g459840.t01      -          LRR_4                PF12799.13   2.3e-37  125.8 207.5   4.8e-05   23.1   0.2  21.6   9   3  11  25  25  23  17 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000098F.ver1.0.g486660.t01      -          LRR_4                PF12799.13   2.5e-37  125.7 121.2   8.5e-05   22.4   0.0  17.9   9   4   8  20  20  17  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000105F.ver1.0.g495980.t01      -          LRR_4                PF12799.13   2.7e-37  125.6 117.8   5.4e-06   26.1   1.4  19.3   9   7  10  21  21  19  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000125F.ver1.0.g515630.t01      -          LRR_4                PF12799.13   2.8e-37  125.6  97.6   0.00013   21.7   0.9  17.4   9   4  11  21  21  16  14 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000125F.ver1.0.g515640.t01      -          LRR_4                PF12799.13     3e-37  125.4  89.2   0.00047   20.0   0.1  16.9   8   5   4  16  16  12  10 | SP+TM
