#                                                                                                        --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                                 accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                                         ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g321910.t01      -          LRR_6                PF13516.12   2.1e-17   61.4  43.4      0.35   10.7   0.1  17.9  18   0   0  18  18   5   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000007F_035.ver1.0.g066360.t01 -          LRR_6                PF13516.12     0.029   14.1   0.5       9.7    6.2   0.1   3.3   4   0   0   4   4   1   0 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000009F_011.ver1.0.g074350.t05 -          LRR_6                PF13516.12     0.029   14.1  25.9         4    7.4   0.5   8.3   8   0   0   8   8   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000020F_003.ver1.0.g101920.t01 -          LRR_6                PF13516.12     0.029   14.1  66.5      0.33   10.8   0.2  16.0  18   0   0  18  18   4   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g322910.t05      -          LRR_6                PF13516.12      0.03   14.1  25.9         4    7.4   0.5   8.3   8   0   0   8   8   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000024F_019.ver1.0.g115420.t02 -          LRR_6                PF13516.12      0.03   14.1  17.0        31    4.6   0.0   8.0   8   0   0   8   8   0   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_007.ver1.0.g073580.t01 -          LRR_6                PF13516.12      0.03   14.1  68.3       1.7    8.6   0.1  15.8  20   0   0  20  20   7   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000264F.ver1.0.g583000.t01      -          LRR_6                PF13516.12      0.03   14.0  86.2        15    5.6   0.0  22.8  25   0   0  25  25   2   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000024F.ver1.0.g371190.t02      -          LRR_6                PF13516.12     0.032   14.0   9.2       3.4    7.6   0.0   6.4   7   0   0   7   7   1   0 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000004F_076.ver1.0.g050470.t01 -          LRR_6                PF13516.12     0.032   14.0  47.4       0.4   10.6   0.0  13.9  17   0   0  17  17   2   0 | SP
VITVvi_vCabSauv08_v1.1_Primary000044F.ver1.0.g416590.t01      -          LRR_6                PF13516.12     0.032   14.0  16.0       1.2    9.0   1.8   5.5   6   0   0   6   6   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000083F.ver1.0.g466110.t02      -          LRR_6                PF13516.12     0.033   13.9  12.1        11    6.1   0.1   5.2   5   0   0   5   5   2   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000052F.ver1.0.g428420.t01      -          LRR_6                PF13516.12     0.033   13.9  26.9        37    4.4   0.0   9.7  10   0   0  10  10   0   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000011F.ver1.0.g329320.t01      -          LRR_6                PF13516.12     0.034   13.9   0.1        11    6.0   0.1   2.9   2   0   0   2   2   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000024F.ver1.0.g371190.t01      -          LRR_6                PF13516.12     0.034   13.9  17.7       3.6    7.5   0.0   8.3   9   0   0   9   9   1   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g513470.t01      -          LRR_6                PF13516.12     0.034   13.9  26.2      0.89    9.5   0.0   9.6  10   0   0  10  10   2   0 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000024F_019.ver1.0.g115420.t01 -          LRR_6                PF13516.12     0.035   13.9   1.6        32    4.6   0.0   3.9   3   0   0   3   3   0   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000086F.ver1.0.g472190.t01      -          LRR_6                PF13516.12     0.036   13.8   8.1       2.6    8.0   0.0   4.7   5   0   0   5   5   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000187F.ver1.0.g556410.t01      -          LRR_6                PF13516.12     0.036   13.8   8.1       2.6    8.0   0.0   4.7   5   0   0   5   5   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000015F_032.ver1.0.g092680.t01 -          LRR_6                PF13516.12     0.037   13.8   8.5         3    7.8   0.2   5.2   5   0   0   5   5   1   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g272520.t01      -          LRR_6                PF13516.12     0.038   13.7  80.2      0.69    9.8   0.1  19.4  22   0   0  22  22   4   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000432F.ver1.0.g608590.t01      -          LRR_6                PF13516.12      0.04   13.6  63.5       2.4    8.1   0.0  14.4  15   0   0  15  15   4   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000475F.ver1.0.g612460.t01      -          LRR_6                PF13516.12     0.041   13.6  61.6      0.86    9.5   0.5  17.8  22   0   0  22  22   4   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000103F.ver1.0.g492740.t01      -          LRR_6                PF13516.12     0.043   13.6  44.3      0.64    9.9   0.5  12.5  15   0   0  15  15   4   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000432F.ver1.0.g608560.t01      -          LRR_6                PF13516.12     0.045   13.5  16.1        14    5.7   0.0   7.1   6   0   0   6   6   2   0 | SP
VITVvi_vCabSauv08_v1.1_Primary000007F.ver1.0.g311590.t01      -          LRR_6                PF13516.12     0.047   13.4   0.3        19    5.3   0.0   3.4   4   0   0   4   4   1   0 | SP
VITVvi_vCabSauv08_v1.1_Primary000010F.ver1.0.g323560.t01      -          LRR_6                PF13516.12     0.048   13.4   2.1       8.9    6.3   0.1   4.3   4   0   0   4   4   1   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000024F.ver1.0.g371230.t01      -          LRR_6                PF13516.12     0.048   13.4   2.1        11    6.0   0.1   4.0   3   0   0   3   3   1   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000034F.ver1.0.g399430.t01      -          LRR_6                PF13516.12     0.054   13.2  77.8      0.74    9.7   0.6  20.3  23   0   0  23  23   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000203F.ver1.0.g564610.t01      -          LRR_6                PF13516.12     0.055   13.2   9.1       9.9    6.2   0.8   3.9   3   0   0   3   3   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547740.t01      -          LRR_6                PF13516.12     0.056   13.2  91.3      0.19   11.5   0.0  19.5  24   0   0  24  24   7   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000121F_006.ver1.0.g216680.t01 -          LRR_6                PF13516.12     0.056   13.2  14.9      0.34   10.8   0.4   5.0   4   1   2   6   6   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_011.ver1.0.g074350.t02 -          LRR_6                PF13516.12     0.056   13.2  26.1       4.2    7.3   0.5   8.2   8   0   0   8   8   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_011.ver1.0.g074350.t04 -          LRR_6                PF13516.12     0.056   13.2  26.1       4.2    7.3   0.5   8.2   8   0   0   8   8   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g322910.t02      -          LRR_6                PF13516.12     0.058   13.2  26.1       4.2    7.3   0.5   8.2   8   0   0   8   8   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g322910.t04      -          LRR_6                PF13516.12     0.058   13.2  26.1       4.2    7.3   0.5   8.2   8   0   0   8   8   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000021F.ver1.0.g358650.t01      -          LRR_6                PF13516.12     0.059   13.1 106.1       0.8    9.6   0.0  22.1  26   0   0  26  26   7   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000123F_013.ver1.0.g218190.t01 -          LRR_6                PF13516.12      0.06   13.1  22.5        14    5.7   0.0   8.4   9   0   0   9   9   2   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000070F.ver1.0.g451460.t01      -          LRR_6                PF13516.12     0.061   13.1  82.1       1.1    9.2   0.2  18.9  25   0   0  25  25   7   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000020F.ver1.0.g355760.t01      -          LRR_6                PF13516.12     0.065   13.0  62.7       0.5   10.2   0.2  13.7  17   0   0  17  17   4   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000120F.ver1.0.g510440.t01      -          LRR_6                PF13516.12     0.068   12.9 191.8      0.74    9.7   0.0  38.3  46   0   0  46  46  10   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g262180.t01      -          LRR_6                PF13516.12     0.069   12.9   6.3        21    5.2   0.1   5.7   7   0   0   7   7   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g262180.t02      -          LRR_6                PF13516.12     0.069   12.9   6.3        21    5.2   0.1   5.7   7   0   0   7   7   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000026F.ver1.0.g375790.t01      -          LRR_6                PF13516.12     0.072   12.9  52.8       1.3    8.9   0.5  12.5  13   0   0  13  13   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g512660.t01      -          LRR_6                PF13516.12     0.072   12.9   6.3       7.5    6.6   0.0   5.2   5   0   0   5   5   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000095F_005.ver1.0.g197890.t01 -          LRR_6                PF13516.12     0.072   12.9 158.6       2.6    8.0   0.3  37.3  44   0   0  44  44   7   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000057F.ver1.0.g434840.t01      -          LRR_6                PF13516.12     0.073   12.9   0.0     0.073   12.9   0.0   9.6  11   1   1  12  12   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000205F.ver1.0.g565500.t01      -          LRR_6                PF13516.12     0.075   12.8  15.5       2.8    7.9   0.2   6.3   5   0   0   5   5   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_011.ver1.0.g074350.t03 -          LRR_6                PF13516.12     0.077   12.8  26.1       4.4    7.3   0.5   8.2   8   0   0   8   8   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000123F_013.ver1.0.g217920.t01 -          LRR_6                PF13516.12     0.077   12.8   6.5       7.5    6.6   0.0   5.2   5   0   0   5   5   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000005F.ver1.0.g302190.t02      -          LRR_6                PF13516.12     0.078   12.8  36.0       3.1    7.8   0.1   9.4   9   0   0   9   9   3   0 | SP
VITVvi_vCabSauv08_v1.1_Primary000107F.ver1.0.g498370.t01      -          LRR_6                PF13516.12     0.078   12.8  11.9      0.69    9.8   0.0   5.8   7   0   0   7   7   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g320120.t01      -          LRR_6                PF13516.12     0.081   12.7  64.9       2.1    8.3   0.1  15.4  19   0   0  19  19   6   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000144F.ver1.0.g530000.t01      -          LRR_6                PF13516.12     0.083   12.7   0.1     0.083   12.7   0.1  12.8  17   0   0  17  17   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000087F_002.ver1.0.g191110.t02 -          LRR_6                PF13516.12     0.086   12.6  38.9       7.7    6.5   0.1  12.6  14   0   0  14  14   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g266430.t02      -          LRR_6                PF13516.12     0.087   12.6  54.6      0.96    9.4   0.2  12.1  14   0   0  14  14   5   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000302F.ver1.0.g590990.t01      -          LRR_6                PF13516.12     0.089   12.6   0.1     0.089   12.6   0.1  27.5  30   0   0  30  30   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000052F.ver1.0.g428370.t01      -          LRR_6                PF13516.12     0.091   12.6  11.0        10    6.1   0.0   5.8   6   0   0   6   6   1   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000028F.ver1.0.g386280.t01      -          LRR_6                PF13516.12     0.094   12.5  18.6       7.4    6.6   0.3   6.1   6   0   0   6   6   3   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000098F_003.ver1.0.g201250.t01 -          LRR_6                PF13516.12     0.099   12.4  11.7        15    5.6   0.1   4.5   4   0   0   4   4   1   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000095F.ver1.0.g483730.t01      -          LRR_6                PF13516.12       0.1   12.4 186.2       3.1    7.8   0.3  42.7  51   0   0  51  51  10   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000589F.ver1.0.g618160.t01      -          LRR_6                PF13516.12       0.1   12.4  11.9       0.7    9.8   0.0   5.6   7   0   0   7   7   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000051F.ver1.0.g426110.t01      -          LRR_6                PF13516.12       0.1   12.4   0.1       0.1   12.4   0.1  19.8  25   0   0  25  25   3   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000148F.ver1.0.g533640.t01      -          LRR_6                PF13516.12       0.1   12.4   0.1       9.9    6.2   0.0   2.7   2   0   0   2   2   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000121F.ver1.0.g510900.t01      -          LRR_6                PF13516.12       0.1   12.4  18.8       5.9    6.9   0.0   6.7   6   0   0   6   6   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000121F_006.ver1.0.g216620.t02 -          LRR_6                PF13516.12       0.1   12.4  18.8       5.9    6.9   0.0   6.7   6   0   0   6   6   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000051F_016.ver1.0.g160380.t01 -          LRR_6                PF13516.12      0.11   12.3   0.1      0.11   12.3   0.1  19.9  25   0   0  25  25   4   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000015F.ver1.0.g342270.t03      -          LRR_6                PF13516.12      0.11   12.3  12.4         3    7.8   0.2   6.0   6   0   0   6   6   1   0 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000028F_013.ver1.0.g124620.t01 -          LRR_6                PF13516.12      0.11   12.3  18.6       7.4    6.6   0.3   6.0   6   0   0   6   6   3   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000115F.ver1.0.g504970.t01      -          LRR_6                PF13516.12      0.11   12.3  10.5       2.3    8.2   0.1   5.4   5   0   0   5   5   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000115F.ver1.0.g504970.t02      -          LRR_6                PF13516.12      0.11   12.3  10.5       2.3    8.2   0.1   5.4   5   0   0   5   5   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000003F.ver1.0.g287340.t01      -          LRR_6                PF13516.12      0.11   12.3   7.3        11    6.0   0.0   5.3   5   0   0   5   5   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000115F.ver1.0.g505260.t01      -          LRR_6                PF13516.12      0.11   12.2  10.5       2.3    8.2   0.1   5.4   5   0   0   5   5   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000051F.ver1.0.g427230.t01      -          LRR_6                PF13516.12      0.12   12.2   8.7       2.8    7.9   0.1   3.7   3   0   0   3   3   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000011F.ver1.0.g333210.t01      -          LRR_6                PF13516.12      0.12   12.2   6.7       3.4    7.7   0.4   3.9   3   0   0   3   3   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000011F.ver1.0.g333210.t02      -          LRR_6                PF13516.12      0.12   12.2   6.7       3.4    7.7   0.4   3.9   3   0   0   3   3   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000480F.ver1.0.g612930.t01      -          LRR_6                PF13516.12      0.12   12.2  12.9      0.69    9.8   0.2   5.9   6   0   0   6   6   1   0 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000000F_065.ver1.0.g007490.t01 -          LRR_6                PF13516.12      0.12   12.1   8.9       1.7    8.5   0.0   3.5   4   0   0   4   4   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g322910.t03      -          LRR_6                PF13516.12      0.13   12.1  26.1       4.7    7.2   0.5   8.1   8   0   0   8   8   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000024F_008.ver1.0.g114040.t01 -          LRR_6                PF13516.12      0.13   12.0   1.8        36    4.4   0.0   3.7   3   0   0   3   3   0   0 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000051F_009.ver1.0.g160060.t01 -          LRR_6                PF13516.12      0.13   12.0   8.7       2.8    7.9   0.1   3.6   3   0   0   3   3   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000107F.ver1.0.g498370.t02      -          LRR_6                PF13516.12      0.14   12.0  11.9      0.76    9.7   0.0   5.6   7   0   0   7   7   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000046F.ver1.0.g417610.t01      -          LRR_6                PF13516.12      0.15   11.8   0.0      0.15   11.8   0.0   5.3   7   0   0   7   7   2   0 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000090F_008.ver1.0.g194800.t01 -          LRR_6                PF13516.12      0.16   11.8   0.1      0.16   11.8   0.1   3.7   4   0   0   4   4   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000090F.ver1.0.g478130.t01      -          LRR_6                PF13516.12      0.16   11.8   0.1      0.16   11.8   0.1   3.7   4   0   0   4   4   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000078F.ver1.0.g459790.t01      -          LRR_6                PF13516.12      0.16   11.8  66.6      0.99    9.3   0.5  15.0  17   0   0  17  17   4   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000024F.ver1.0.g371260.t01      -          LRR_6                PF13516.12      0.16   11.8   5.6        12    5.9   0.0   4.4   4   0   0   4   4   1   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000093F.ver1.0.g481200.t01      -          LRR_6                PF13516.12      0.16   11.7  12.0      0.41   10.5   0.4   4.4   4   0   0   4   4   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g263050.t01      -          LRR_6                PF13516.12      0.18   11.6   2.2        12    5.9   0.0   2.8   2   0   0   2   2   1   0 | SP
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g263050.t02      -          LRR_6                PF13516.12      0.18   11.6   2.2        12    5.9   0.0   2.8   2   0   0   2   2   1   0 | SP
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547860.t01      -          LRR_6                PF13516.12      0.19   11.6   0.0      0.19   11.6   0.0  20.2  24   0   0  24  24   6   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000107F_010.ver1.0.g208870.t01 -          LRR_6                PF13516.12      0.19   11.6   0.0      0.19   11.6   0.0  21.0  26   0   0  26  26   4   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000126F_004.ver1.0.g220020.t01 -          LRR_6                PF13516.12      0.19   11.5  35.5        10    6.2   0.0  12.0  14   0   0  14  14   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000196F.ver1.0.g560740.t01      -          LRR_6                PF13516.12      0.19   11.5   2.5        24    5.0   0.1   3.7   3   0   0   3   3   0   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000013F_015.ver1.0.g085370.t01 -          LRR_6                PF13516.12      0.21   11.4  50.4       4.8    7.2   1.1  12.8  14   0   0  14  14   4   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000165F.ver1.0.g544760.t03      -          LRR_6                PF13516.12      0.21   11.4  41.1       1.1    9.2   0.7  11.6  14   0   0  14  14   3   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000165F.ver1.0.g544760.t05      -          LRR_6                PF13516.12      0.21   11.4  41.1       1.1    9.2   0.7  11.6  14   0   0  14  14   3   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000165F.ver1.0.g544760.t06      -          LRR_6                PF13516.12      0.21   11.4  41.1       1.1    9.2   0.7  11.6  14   0   0  14  14   3   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000568F.ver1.0.g617360.t01      -          LRR_6                PF13516.12      0.22   11.4  59.6        12    6.0   0.4  14.8  15   0   0  15  15   2   0 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_017.ver1.0.g075970.t01 -          LRR_6                PF13516.12      0.25   11.2  16.1        16    5.5   0.0   7.8   9   0   0   9   9   1   0 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000034F_035.ver1.0.g136550.t01 -          LRR_6                PF13516.12      0.26   11.1  72.6      0.72    9.7   0.6  17.8  20   0   0  20  20   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000030F.ver1.0.g391230.t01      -          LRR_6                PF13516.12      0.26   11.1   1.4        15    5.6   0.0   2.9   2   0   0   2   2   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000083F.ver1.0.g466110.t01      -          LRR_6                PF13516.12       0.3   10.9  16.6        11    6.0   0.1   5.9   6   0   0   6   6   2   0 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000025F_008.ver1.0.g118080.t02 -          LRR_6                PF13516.12      0.33   10.8  42.0       1.2    9.0   0.3  12.3  15   0   0  15  15   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000190F.ver1.0.g558390.t01      -          LRR_6                PF13516.12      0.36   10.7  42.2       3.1    7.7   0.3  12.0  14   0   0  14  14   3   0 | SP
VITVvi_vCabSauv08_v1.1_Primary000013F.ver1.0.g334990.t02      -          LRR_6                PF13516.12      0.37   10.7  50.3       4.8    7.2   1.1  12.8  14   0   0  14  14   4   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000024F.ver1.0.g371200.t01      -          LRR_6                PF13516.12      0.38   10.6  16.8        18    5.4   0.0   7.0   7   0   0   7   7   1   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g262000.t01      -          LRR_6                PF13516.12      0.38   10.6  11.4       3.5    7.6   0.0   5.8   7   0   0   7   7   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000067F_012.ver1.0.g178820.t01 -          LRR_6                PF13516.12       0.4   10.5   8.5        36    4.5   0.1   5.5   5   0   0   5   5   0   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000025F.ver1.0.g372690.t02      -          LRR_6                PF13516.12      0.41   10.5  40.7       1.2    9.0   0.3  12.2  15   0   0  15  15   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000396F.ver1.0.g604690.t01      -          LRR_6                PF13516.12      0.41   10.5  20.6       6.6    6.7   0.3   7.6   8   0   0   8   8   1   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000107F.ver1.0.g497940.t01      -          LRR_6                PF13516.12      0.41   10.5   0.0      0.41   10.5   0.0  31.7  41   0   0  41  41   5   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000120F.ver1.0.g510370.t01      -          LRR_6                PF13516.12      0.42   10.5  91.2       2.6    8.0   0.2  21.0  25   0   0  25  25   3   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000105F.ver1.0.g496060.t01      -          LRR_6                PF13516.12      0.42   10.5 194.8      0.85    9.5   0.2  43.7  52   0   0  52  52   5   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000282F_007.ver1.0.g246560.t01 -          LRR_6                PF13516.12      0.43   10.5  48.4       2.4    8.1   0.0  12.8  14   0   0  14  14   2   0 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000041F_013.ver1.0.g146620.t02 -          LRR_6                PF13516.12      0.43   10.4   6.5        46    4.1   0.0   4.5   4   0   0   4   4   0   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000041F.ver1.0.g412290.t02      -          LRR_6                PF13516.12      0.43   10.4   6.5        46    4.1   0.0   4.5   4   0   0   4   4   0   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000107F.ver1.0.g497950.t01      -          LRR_6                PF13516.12      0.43   10.4   0.0      0.18   11.7   0.1  36.8  43   0   0  43  43   8   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000304F.ver1.0.g591500.t02      -          LRR_6                PF13516.12      0.45   10.4  46.8      0.82    9.6   0.3  11.5  14   0   0  14  14   3   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000224F.ver1.0.g572420.t01      -          LRR_6                PF13516.12      0.45   10.4  78.5      0.16   11.8   0.1  18.4  21   0   0  21  21   3   0 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_011.ver1.0.g074350.t01 -          LRR_6                PF13516.12      0.49   10.3  26.1       5.6    7.0   0.5   8.0   8   0   0   8   8   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g322910.t01      -          LRR_6                PF13516.12      0.49   10.3  26.1       5.6    7.0   0.5   8.0   8   0   0   8   8   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000051F_009.ver1.0.g160060.t02 -          LRR_6                PF13516.12      0.51   10.2  10.2       2.9    7.8   0.1   3.6   3   0   0   3   3   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000000F_028.ver1.0.g003490.t01 -          LRR_6                PF13516.12      0.51   10.2   4.0        14    5.7   0.0   3.2   3   0   0   3   3   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000051F.ver1.0.g427230.t02      -          LRR_6                PF13516.12      0.52   10.2  10.2       2.9    7.8   0.1   3.6   3   0   0   3   3   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000203F.ver1.0.g564600.t01      -          LRR_6                PF13516.12      0.52   10.2  13.4       1.9    8.4   0.5   4.4   5   0   0   5   5   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000000F_028.ver1.0.g003490.t02 -          LRR_6                PF13516.12      0.52   10.2   4.0        14    5.7   0.0   3.2   3   0   0   3   3   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g266430.t01      -          LRR_6                PF13516.12      0.54   10.1  55.0       1.1    9.2   0.2  11.8  14   0   0  14  14   5   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000152F.ver1.0.g535740.t01      -          LRR_6                PF13516.12      0.54   10.1  54.3       5.2    7.1   0.2  13.8  15   0   0  15  15   3   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000152F_009.ver1.0.g232040.t01 -          LRR_6                PF13516.12      0.54   10.1  54.3       5.2    7.1   0.2  13.8  15   0   0  15  15   3   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000152F_009.ver1.0.g232040.t02 -          LRR_6                PF13516.12      0.54   10.1  54.3       5.2    7.1   0.2  13.8  15   0   0  15  15   3   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000007F.ver1.0.g312760.t01      -          LRR_6                PF13516.12      0.54   10.1  17.6        34    4.5   0.2   7.0   7   0   0   7   7   0   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000007F_034.ver1.0.g065830.t01 -          LRR_6                PF13516.12      0.55   10.1  17.6        34    4.5   0.2   7.0   7   0   0   7   7   0   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000044F_005.ver1.0.g151710.t01 -          LRR_6                PF13516.12      0.55   10.1  21.9       1.9    8.4   1.8   6.7   7   0   0   7   7   1   0 | SP+TM
