#                                                                                                        --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                                 accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                                         ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VITVvi_vCabSauv08_v1.1_Haplotig000123F_011.ver1.0.g217250.t01 -          Pkinase              PF00069.31  2.4e-195  642.7  10.3   1.8e-49  164.5   0.2   6.2   4   2   2   6   6   6   6 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000043F.ver1.0.g415960.t01      -          Pkinase              PF00069.31   7.2e-32  106.8   0.0   1.1e-31  106.2   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157030.t04 -          Pkinase              PF00069.31   7.9e-32  106.7   0.0   1.2e-31  106.1   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157020.t02 -          Pkinase              PF00069.31   1.1e-31  106.2   0.0   1.7e-31  105.5   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157020.t03 -          Pkinase              PF00069.31   1.1e-31  106.1   0.0   1.8e-31  105.5   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000007F.ver1.0.g312760.t01      -          Pkinase              PF00069.31   1.4e-31  105.9   0.0   5.6e-31  103.9   0.0   1.8   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000065F.ver1.0.g445970.t01      -          Pkinase              PF00069.31   1.5e-31  105.8   0.0   2.5e-31  105.0   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000065F_003.ver1.0.g175240.t01 -          Pkinase              PF00069.31   2.9e-31  104.8   0.0   5.1e-31  104.0   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000007F_034.ver1.0.g065830.t01 -          Pkinase              PF00069.31     4e-31  104.4   0.0   1.6e-30  102.4   0.0   1.8   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000011F.ver1.0.g329320.t01      -          Pkinase              PF00069.31   4.1e-31  104.3   0.0     6e-31  103.8   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000636F.ver1.0.g619810.t01      -          Pkinase              PF00069.31   4.1e-31  104.3   0.0   6.3e-31  103.7   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000005F.ver1.0.g302190.t01      -          Pkinase              PF00069.31   4.5e-31  104.2   0.0   6.3e-31  103.7   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000001F_030.ver1.0.g014790.t01 -          Pkinase              PF00069.31   4.7e-31  104.1   0.0   6.7e-31  103.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000126F.ver1.0.g516180.t03      -          Pkinase              PF00069.31   4.8e-31  104.1   0.0   6.9e-31  103.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000015F.ver1.0.g341510.t01      -          Pkinase              PF00069.31     5e-31  104.0   0.0   2.8e-18   62.3   0.0   2.9   1   1   1   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000015F.ver1.0.g341510.t02      -          Pkinase              PF00069.31     5e-31  104.0   0.0   2.8e-18   62.3   0.0   2.9   1   1   1   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000153F.ver1.0.g536540.t01      -          Pkinase              PF00069.31   1.1e-30  103.0   0.0   1.6e-30  102.4   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000041F.ver1.0.g413580.t01      -          Pkinase              PF00069.31   1.7e-30  102.3   0.0   4.6e-29   97.6   0.0   2.4   2   1   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_007.ver1.0.g073490.t01 -          Pkinase              PF00069.31     4e-30  101.1   0.0   5.8e-30  100.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000132F.ver1.0.g522400.t01      -          Pkinase              PF00069.31   4.4e-30  101.0   0.0   6.5e-30  100.4   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000018F.ver1.0.g351410.t02      -          Pkinase              PF00069.31   5.7e-30  100.6   0.0   8.5e-30  100.0   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000108F.ver1.0.g498670.t01      -          Pkinase              PF00069.31   5.7e-30  100.6   0.0   8.6e-30  100.0   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g512660.t01      -          Pkinase              PF00069.31   6.5e-30  100.4   0.0   9.5e-30   99.9   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000125F_008.ver1.0.g219900.t01 -          Pkinase              PF00069.31   7.2e-30  100.2   0.0   1.2e-29   99.5   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000123F_013.ver1.0.g217920.t01 -          Pkinase              PF00069.31   9.1e-30   99.9   0.0   1.3e-29   99.4   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g512020.t03      -          Pkinase              PF00069.31   1.5e-29   99.2   0.0     2e-29   98.8   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000503F.ver1.0.g614780.t04      -          Pkinase              PF00069.31   1.5e-29   99.2   0.0     2e-29   98.8   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g260510.t01      -          Pkinase              PF00069.31   2.9e-29   98.3   0.0   3.9e-29   97.8   0.0   1.1   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g260510.t02      -          Pkinase              PF00069.31   2.9e-29   98.3   0.0     4e-29   97.8   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g260510.t03      -          Pkinase              PF00069.31     3e-29   98.2   0.0     4e-29   97.8   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000107F_010.ver1.0.g208720.t01 -          Pkinase              PF00069.31   3.8e-29   97.9   0.2   2.9e-24   81.9   0.0   2.7   2   1   1   3   3   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000000F_021.ver1.0.g001520.t01 -          Pkinase              PF00069.31   3.9e-29   97.8   0.0   5.3e-29   97.4   0.0   1.1   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000000F_021.ver1.0.g001520.t02 -          Pkinase              PF00069.31   3.9e-29   97.8   0.0   5.4e-29   97.4   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000000F_021.ver1.0.g001520.t03 -          Pkinase              PF00069.31     4e-29   97.8   0.0   5.5e-29   97.4   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000100F.ver1.0.g489980.t01      -          Pkinase              PF00069.31   7.2e-29   97.0   0.0     1e-28   96.5   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000006F.ver1.0.g302450.t01      -          Pkinase              PF00069.31   8.2e-29   96.8   0.0   1.1e-28   96.3   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000072F_002.ver1.0.g180380.t01 -          Pkinase              PF00069.31   8.5e-29   96.7   0.2   1.4e-28   96.0   0.2   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g266980.t01      -          Pkinase              PF00069.31   8.9e-29   96.7   0.0   1.2e-28   96.2   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000432F.ver1.0.g608540.t01      -          Pkinase              PF00069.31   1.1e-28   96.3   0.0   4.9e-28   94.2   0.0   1.8   1   1   1   2   2   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000026F.ver1.0.g376470.t01      -          Pkinase              PF00069.31   1.4e-28   96.0   0.0   1.9e-28   95.6   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000084F_001.ver1.0.g188110.t02 -          Pkinase              PF00069.31   1.8e-28   95.6   0.0   2.6e-28   95.1   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000084F.ver1.0.g468390.t01      -          Pkinase              PF00069.31     2e-28   95.5   0.0   2.9e-28   95.0   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000084F_001.ver1.0.g188110.t01 -          Pkinase              PF00069.31   2.1e-28   95.4   0.0   3.1e-28   94.9   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000115F.ver1.0.g504970.t01      -          Pkinase              PF00069.31   2.4e-28   95.2   0.0   3.5e-28   94.7   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000115F.ver1.0.g504970.t02      -          Pkinase              PF00069.31   2.4e-28   95.2   0.0   3.5e-28   94.7   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000115F.ver1.0.g505260.t01      -          Pkinase              PF00069.31   2.4e-28   95.2   0.0   3.5e-28   94.7   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g266430.t01      -          Pkinase              PF00069.31   2.6e-28   95.1   0.0   3.7e-28   94.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000075F.ver1.0.g457140.t01      -          Pkinase              PF00069.31   2.8e-28   95.0   0.0   3.7e-28   94.6   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000041F.ver1.0.g412270.t01      -          Pkinase              PF00069.31   4.5e-28   94.4   0.0   7.1e-28   93.7   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000041F_013.ver1.0.g146590.t01 -          Pkinase              PF00069.31   4.5e-28   94.4   0.0   7.2e-28   93.7   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000057F.ver1.0.g434250.t01      -          Pkinase              PF00069.31   5.2e-28   94.2   0.0   6.9e-28   93.7   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000000F_065.ver1.0.g007490.t01 -          Pkinase              PF00069.31   8.1e-28   93.5   0.0   1.2e-27   92.9   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000153F_001.ver1.0.g232640.t06 -          Pkinase              PF00069.31   9.6e-28   93.3   0.0   1.4e-27   92.7   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000153F.ver1.0.g537100.t06      -          Pkinase              PF00069.31     1e-27   93.2   0.0   1.5e-27   92.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000226F.ver1.0.g573340.t01      -          Pkinase              PF00069.31   1.3e-27   92.9   0.0   1.7e-27   92.4   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000214F.ver1.0.g568600.t01      -          Pkinase              PF00069.31   1.3e-27   92.9   0.0   1.7e-27   92.4   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000226F.ver1.0.g573300.t01      -          Pkinase              PF00069.31   9.8e-27   90.0   0.0   1.5e-26   89.4   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000214F.ver1.0.g568560.t01      -          Pkinase              PF00069.31   9.9e-27   90.0   0.0   1.5e-26   89.4   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000023F.ver1.0.g366510.t02      -          Pkinase              PF00069.31     6e-26   87.4   0.0   8.4e-26   86.9   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000051F.ver1.0.g426300.t01      -          Pkinase              PF00069.31   8.2e-26   86.9   0.0   1.3e-25   86.3   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000051F_016.ver1.0.g160590.t01 -          Pkinase              PF00069.31   8.3e-26   86.9   0.0   1.3e-25   86.3   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000014F_023.ver1.0.g086680.t09 -          Pkinase              PF00069.31   1.2e-25   86.5   0.0   1.8e-25   85.8   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000019F.ver1.0.g352910.t01      -          Pkinase              PF00069.31   1.3e-25   86.3   0.0   1.9e-25   85.8   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000034F.ver1.0.g398600.t01      -          Pkinase              PF00069.31   1.4e-25   86.2   0.0   2.3e-25   85.5   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000002F.ver1.0.g279760.t01      -          Pkinase              PF00069.31   2.2e-25   85.5   0.0   3.2e-25   85.0   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000002F_049.ver1.0.g027160.t01 -          Pkinase              PF00069.31   2.3e-25   85.5   0.0   3.2e-25   85.0   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000010F.ver1.0.g323560.t01      -          Pkinase              PF00069.31   3.4e-25   84.9   0.0   5.5e-25   84.2   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000034F_002.ver1.0.g134880.t01 -          Pkinase              PF00069.31   4.2e-25   84.6   0.0   6.6e-25   84.0   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000022F.ver1.0.g361340.t01      -          Pkinase              PF00069.31   9.5e-25   83.5   0.0   1.6e-24   82.7   0.0   1.3   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000022F_033.ver1.0.g110520.t01 -          Pkinase              PF00069.31   1.2e-24   83.1   0.0   1.9e-24   82.5   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000065F_003.ver1.0.g175540.t01 -          Pkinase              PF00069.31   1.3e-24   83.0   0.0   4.1e-24   81.4   0.0   1.7   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000065F.ver1.0.g446300.t01      -          Pkinase              PF00069.31   1.3e-24   83.0   0.0   4.1e-24   81.4   0.0   1.7   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000023F_011.ver1.0.g111950.t01 -          Pkinase              PF00069.31   1.5e-24   82.9   0.0   2.3e-24   82.2   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g267110.t01      -          Pkinase              PF00069.31   1.8e-24   82.5   0.0   2.8e-24   81.9   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000046F_003.ver1.0.g153310.t01 -          Pkinase              PF00069.31   3.4e-24   81.6   0.0   5.7e-24   80.9   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000046F_003.ver1.0.g153310.t02 -          Pkinase              PF00069.31   3.4e-24   81.6   0.0   5.7e-24   80.9   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000046F_003.ver1.0.g153310.t03 -          Pkinase              PF00069.31   3.4e-24   81.6   0.0   5.7e-24   80.9   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g512940.t01      -          Pkinase              PF00069.31     4e-24   81.4   0.0   2.5e-13   46.0   0.0   2.3   1   1   1   2   2   2   2 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000005F_054.ver1.0.g059220.t01 -          Pkinase              PF00069.31     5e-24   81.1   0.0   9.6e-24   80.2   0.0   1.4   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g513520.t01      -          Pkinase              PF00069.31     1e-23   80.1   0.8   2.3e-14   49.4   0.0   3.1   2   1   0   3   3   2   2 | TM
VITVvi_vCabSauv08_v1.1_Primary000013F.ver1.0.g334990.t02      -          Pkinase              PF00069.31   1.5e-22   76.3   0.0   2.2e-22   75.7   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000013F_015.ver1.0.g085370.t01 -          Pkinase              PF00069.31   1.5e-22   76.3   0.0   2.2e-22   75.7   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000044F_005.ver1.0.g151710.t01 -          Pkinase              PF00069.31   1.3e-21   73.2   0.0   1.8e-17   59.6   0.0   2.2   1   1   1   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000609F.ver1.0.g618880.t01      -          Pkinase              PF00069.31   1.1e-20   70.2   0.0   1.7e-20   69.5   0.0   1.3   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000085F_008.ver1.0.g190190.t04 -          Pkinase              PF00069.31   3.2e-20   68.6   0.0   1.1e-19   66.9   0.0   1.7   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000085F_008.ver1.0.g190190.t01 -          Pkinase              PF00069.31   3.7e-20   68.4   0.0   1.2e-19   66.7   0.0   1.7   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000085F_008.ver1.0.g190190.t02 -          Pkinase              PF00069.31   3.7e-20   68.4   0.0   1.2e-19   66.7   0.0   1.7   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000085F_008.ver1.0.g190190.t03 -          Pkinase              PF00069.31   3.7e-20   68.4   0.0   1.2e-19   66.7   0.0   1.7   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000085F_008.ver1.0.g190190.t05 -          Pkinase              PF00069.31   3.7e-20   68.4   0.0   1.2e-19   66.7   0.0   1.7   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000085F.ver1.0.g470860.t04      -          Pkinase              PF00069.31     4e-20   68.3   0.0   1.5e-19   66.4   0.0   1.8   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000085F.ver1.0.g470860.t01      -          Pkinase              PF00069.31   4.6e-20   68.1   0.0   1.7e-19   66.3   0.0   1.8   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000085F.ver1.0.g470860.t02      -          Pkinase              PF00069.31   4.6e-20   68.1   0.0   1.7e-19   66.3   0.0   1.8   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000085F.ver1.0.g470860.t03      -          Pkinase              PF00069.31   4.6e-20   68.1   0.0   1.7e-19   66.3   0.0   1.8   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000085F.ver1.0.g470860.t05      -          Pkinase              PF00069.31   4.6e-20   68.1   0.0   1.7e-19   66.3   0.0   1.8   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g266430.t02      -          Pkinase              PF00069.31   5.9e-20   67.8   0.0   8.2e-20   67.3   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000072F.ver1.0.g453920.t01      -          Pkinase              PF00069.31   7.7e-20   67.4   0.1   8.5e-16   54.1   0.1   2.2   1   1   1   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_011.ver1.0.g074350.t01 -          Pkinase              PF00069.31   9.6e-20   67.1   0.0   1.4e-19   66.6   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000130F_007.ver1.0.g223490.t01 -          Pkinase              PF00069.31     1e-19   67.0   0.0   3.9e-13   45.4   0.0   2.2   1   1   0   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000130F.ver1.0.g520450.t02      -          Pkinase              PF00069.31     1e-19   67.0   0.0   3.9e-13   45.4   0.0   2.2   1   1   0   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g256070.t01      -          Pkinase              PF00069.31   1.5e-19   66.4   0.0   2.5e-19   65.7   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000025F_008.ver1.0.g118080.t01 -          Pkinase              PF00069.31   1.6e-19   66.3   0.0   2.6e-19   65.6   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000025F.ver1.0.g372690.t01      -          Pkinase              PF00069.31   1.7e-19   66.2   0.0   2.8e-19   65.5   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g322910.t01      -          Pkinase              PF00069.31   2.1e-19   65.9   0.0     3e-19   65.4   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000123F_013.ver1.0.g218190.t01 -          Pkinase              PF00069.31   7.6e-19   64.1   0.0   3.7e-16   55.3   0.0   2.2   2   0   0   2   2   2   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000052F_004.ver1.0.g160930.t01 -          Pkinase              PF00069.31   8.2e-19   64.0   0.0   1.4e-18   63.2   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000044F_005.ver1.0.g151670.t01 -          Pkinase              PF00069.31   2.3e-18   62.6   0.0   3.3e-18   62.0   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000044F.ver1.0.g416760.t01      -          Pkinase              PF00069.31   2.3e-18   62.6   0.0   3.3e-18   62.0   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000205F.ver1.0.g565500.t01      -          Pkinase              PF00069.31   2.4e-18   62.5   0.0   3.7e-18   61.8   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000242F_002.ver1.0.g244220.t01 -          Pkinase              PF00069.31   3.6e-18   61.9   0.0   5.6e-18   61.3   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000242F.ver1.0.g577020.t02      -          Pkinase              PF00069.31   3.7e-18   61.9   0.0   5.6e-18   61.3   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000026F.ver1.0.g379190.t01      -          Pkinase              PF00069.31   4.4e-18   61.6   0.0   1.7e-17   59.7   0.0   1.9   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000002F_098.ver1.0.g030310.t01 -          Pkinase              PF00069.31     1e-17   60.4   0.0   1.7e-17   59.7   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000024F_019.ver1.0.g114950.t01 -          Pkinase              PF00069.31   1.1e-17   60.3   0.4     2e-17   59.5   0.4   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000024F.ver1.0.g370700.t01      -          Pkinase              PF00069.31   1.1e-17   60.3   0.4     2e-17   59.5   0.4   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000028F.ver1.0.g386150.t02      -          Pkinase              PF00069.31   1.1e-17   60.3   0.0   2.8e-17   59.0   0.0   1.5   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000028F_013.ver1.0.g124510.t01 -          Pkinase              PF00069.31   1.1e-17   60.3   0.0   1.8e-13   46.5   0.0   3.1   1   1   1   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000044F.ver1.0.g416790.t01      -          Pkinase              PF00069.31     2e-17   59.4   0.0   3.3e-17   58.7   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000028F.ver1.0.g386180.t01      -          Pkinase              PF00069.31   2.5e-17   59.1   0.0   3.9e-13   45.4   0.0   3.1   1   1   1   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000007F.ver1.0.g310610.t04      -          Pkinase              PF00069.31   2.8e-17   59.0   0.0   3.9e-17   58.5   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000007F.ver1.0.g310610.t03      -          Pkinase              PF00069.31   3.7e-17   58.6   0.0   5.2e-17   58.1   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000007F.ver1.0.g310610.t02      -          Pkinase              PF00069.31   3.8e-17   58.5   0.0   5.3e-17   58.1   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000028F_013.ver1.0.g124480.t01 -          Pkinase              PF00069.31   3.9e-17   58.5   0.0   8.8e-17   57.3   0.0   1.5   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000025F_008.ver1.0.g118080.t02 -          Pkinase              PF00069.31   9.5e-17   57.2   0.0   1.5e-16   56.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000020F_020.ver1.0.g103620.t02 -          Pkinase              PF00069.31     1e-16   57.2   0.0   1.8e-16   56.4   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000020F_020.ver1.0.g103620.t04 -          Pkinase              PF00069.31     1e-16   57.2   0.0   1.8e-16   56.4   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000025F.ver1.0.g372690.t02      -          Pkinase              PF00069.31   1.1e-16   57.0   0.0   1.7e-16   56.4   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
