#                                                                                             --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                      accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                              ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VITVvi_vZin03_v1.1_P127.ver1.0.g241740.p01         -          LRR_4                PF12799.13   8.6e-78  253.7 194.6     4e-06   25.9   3.2  28.5  15   7  13  32  32  29  21 | TM
VITVvi_vZin03_v1.1_P453.ver1.0.g429260.p01         -          LRR_4                PF12799.13   4.7e-12   44.8  18.7     0.003   16.8   1.5   6.1   4   2   3   7   7   5   3 | TM
VITVvi_vZin03_v1.1_H000028F_008.ver1.0.g065970.p01 -          LRR_4                PF12799.13     5e-12   44.7  11.1   0.00045   19.4   0.0   6.6   6   1   0   7   7   3   2 | SP+TM
VITVvi_vZin03_v1.1_P68.ver1.0.g484900.p01          -          LRR_4                PF12799.13   5.4e-12   44.6   8.2   3.7e-06   26.1   1.2   2.8   2   0   0   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P206.ver1.0.g318700.p01         -          LRR_4                PF12799.13   6.2e-12   44.4   9.8   1.7e-06   27.2   2.3   2.8   2   0   0   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_H000060F_006.ver1.0.g101630.p01 -          LRR_4                PF12799.13   6.7e-12   44.3  42.1    0.0038   16.5   3.5   7.1   3   2   6   9   9   7   5 | SP+TM
VITVvi_vZin03_v1.1_P193.ver1.0.g306890.p01         -          LRR_4                PF12799.13     7e-12   44.2  13.2   0.00098   18.4   0.1   5.7   4   1   1   6   6   3   2 | SP
VITVvi_vZin03_v1.1_P88.ver1.0.g518720.p01          -          LRR_4                PF12799.13     7e-12   44.2  12.2   0.00098   18.4   0.1   5.7   4   1   1   6   6   3   2 | SP
VITVvi_vZin03_v1.1_H000027F_017.ver1.0.g064660.p01 -          LRR_4                PF12799.13   7.6e-12   44.1  17.8    0.0015   17.8   4.7   5.8   3   2   1   5   5   5   3 | SP
VITVvi_vZin03_v1.1_H000103F_002.ver1.0.g128470.p01 -          LRR_4                PF12799.13     8e-12   44.1  15.1   1.5e-05   24.2   5.1   3.7   3   0   0   3   3   2   2 | SP+TM
VITVvi_vZin03_v1.1_P50.ver1.0.g446890.p01          -          LRR_4                PF12799.13   9.1e-12   43.9  41.1    0.0038   16.5   3.5   7.1   3   2   7  10  10   7   5 | SP+TM
VITVvi_vZin03_v1.1_P249.ver1.0.g341500.p01         -          LRR_4                PF12799.13     1e-11   43.7  18.9   7.2e-05   22.0   0.6   4.2   2   2   3   5   5   5   4 | TM
VITVvi_vZin03_v1.1_H000192F_007.ver1.0.g165260.p01 -          LRR_4                PF12799.13     1e-11   43.7  30.0   0.00011   21.3   5.1   7.5   5   1   3   9   9   5   3 | SP+TM
VITVvi_vZin03_v1.1_P138.ver1.0.g251770.p01         -          LRR_4                PF12799.13   1.1e-11   43.7  23.0   7.2e-05   22.0   4.4   4.0   2   1   2   4   4   4   4 | TM
VITVvi_vZin03_v1.1_P58.ver1.0.g464850.p01          -          LRR_4                PF12799.13   1.1e-11   43.6   9.1     2e-06   26.9   0.3   2.8   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_H000192F_007.ver1.0.g165270.p01 -          LRR_4                PF12799.13   1.1e-11   43.6  14.3   0.00075   18.7   0.2   6.7   5   1   2   7   7   5   3 | SP+TM
VITVvi_vZin03_v1.1_H000060F_006.ver1.0.g101620.p01 -          LRR_4                PF12799.13   1.1e-11   43.6  26.6    0.0053   16.0   3.9   6.4   1   1   4   7   7   6   3 | SP+TM
VITVvi_vZin03_v1.1_P499.ver1.0.g441670.p01         -          LRR_4                PF12799.13   1.2e-11   43.5   6.6   2.3e-07   29.9   1.1   2.7   2   0   0   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P155.ver1.0.g273990.p01         -          LRR_4                PF12799.13   1.3e-11   43.4   9.3   1.3e-06   27.5   0.6   2.7   2   0   0   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P249.ver1.0.g341390.p01         -          LRR_4                PF12799.13   1.3e-11   43.4  67.4   4.4e-05   22.6   1.8  11.8   7   6   7  14  14   9   5 | TM
VITVvi_vZin03_v1.1_P249.ver1.0.g341330.p01         -          LRR_4                PF12799.13   1.3e-11   43.4  19.7   7.4e-05   21.9   0.5   4.4   2   2   3   5   5   5   4 | TM
VITVvi_vZin03_v1.1_H000037F_013.ver1.0.g074380.p01 -          LRR_4                PF12799.13   1.4e-11   43.3  12.6   0.00013   21.1   0.1   4.6   4   1   0   4   4   3   3 | SP+TM
VITVvi_vZin03_v1.1_P37.ver1.0.g393910.p01          -          LRR_4                PF12799.13   1.4e-11   43.3  12.6   0.00013   21.1   0.1   4.6   4   1   0   4   4   3   3 | SP+TM
VITVvi_vZin03_v1.1_P85.ver1.0.g511330.p01          -          LRR_4                PF12799.13   1.5e-11   43.2  13.5   0.00076   18.7   2.7   4.3   1   1   4   5   5   5   5 | TM
VITVvi_vZin03_v1.1_H000183F_001.ver1.0.g162760.p01 -          LRR_4                PF12799.13   1.5e-11   43.1  11.1     6e-07   28.6   0.6   3.0   1   1   1   3   3   3   3 | SP+TM
VITVvi_vZin03_v1.1_P165.ver1.0.g283890.p01         -          LRR_4                PF12799.13   1.6e-11   43.1  16.2    0.0014   17.9   2.5   6.8   6   1   0   7   7   4   2 | SP+TM
VITVvi_vZin03_v1.1_H000298F_005.ver1.0.g186210.p01 -          LRR_4                PF12799.13   1.7e-11   43.0   9.8   2.7e-06   26.5   2.3   2.8   2   0   0   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P368.ver1.0.g393020.p01         -          LRR_4                PF12799.13   1.7e-11   43.0  54.1    0.0002   20.6   1.2   9.1   3   2   8  11  11   8   4 | SP
VITVvi_vZin03_v1.1_P50.ver1.0.g446880.p01          -          LRR_4                PF12799.13   1.8e-11   42.9  27.4    0.0063   15.8   4.2   6.4   1   1   4   7   7   6   3 | SP+TM
VITVvi_vZin03_v1.1_P165.ver1.0.g283860.p01         -          LRR_4                PF12799.13     2e-11   42.8  14.9   0.00029   20.0   0.4   6.2   4   1   3   8   8   6   3 | SP+TM
VITVvi_vZin03_v1.1_H000790F_001.ver1.0.g198410.p01 -          LRR_4                PF12799.13     2e-11   42.8  22.7   5.1e-05   22.4   1.1   3.7   3   0   0   3   3   3   3 | TM
VITVvi_vZin03_v1.1_P41.ver1.0.g414090.p01          -          LRR_4                PF12799.13   2.2e-11   42.6  22.3   4.7e-05   22.5   0.1   3.9   3   1   1   4   4   3   3 | SP+TM
VITVvi_vZin03_v1.1_P182.ver1.0.g297940.p01         -          LRR_4                PF12799.13   2.4e-11   42.6  21.2   5.6e-07   28.7   3.9   4.4   2   2   2   4   4   4   2 | SP+TM
VITVvi_vZin03_v1.1_P201.ver1.0.g317190.p01         -          LRR_4                PF12799.13   2.5e-11   42.5  39.1   6.4e-05   22.1   7.1   5.7   3   1   4   7   7   6   5 | SP+TM
VITVvi_vZin03_v1.1_P49.ver1.0.g439500.p01          -          LRR_4                PF12799.13   2.9e-11   42.3  26.9   2.5e-05   23.4   0.1   7.7   3   1   5   9   9   6   4 | TM
VITVvi_vZin03_v1.1_H000165F_007.ver1.0.g156210.p01 -          LRR_4                PF12799.13   2.9e-11   42.3  32.4   0.00015   20.9   1.4   7.5   3   2   3   8   8   5   3 | SP+TM
VITVvi_vZin03_v1.1_P131.ver1.0.g246520.p01         -          LRR_4                PF12799.13   2.9e-11   42.3  32.4   0.00015   20.9   1.4   7.5   3   2   3   8   8   5   3 | SP+TM
VITVvi_vZin03_v1.1_H000070F_007.ver1.0.g109950.p01 -          LRR_4                PF12799.13   2.9e-11   42.3  19.7   3.5e-06   26.1   0.4   4.1   4   0   0   4   4   3   3 | SP+TM
VITVvi_vZin03_v1.1_P53.ver1.0.g454220.p01          -          LRR_4                PF12799.13   3.5e-11   42.0  11.0   0.00012   21.2   2.9   3.9   1   1   3   4   4   4   4 | SP+TM
VITVvi_vZin03_v1.1_H000079F_014.ver1.0.g113840.p01 -          LRR_4                PF12799.13   3.6e-11   42.0  13.5   7.8e-06   25.0   3.5   2.9   1   1   0   2   2   2   2 | SP
VITVvi_vZin03_v1.1_P339.ver1.0.g384120.p01         -          LRR_4                PF12799.13   3.8e-11   41.9  21.8    0.0068   15.7   0.2   5.9   4   1   2   6   6   5   2 | SP
VITVvi_vZin03_v1.1_P409.ver1.0.g413650.p01         -          LRR_4                PF12799.13   3.9e-11   41.9  31.4   3.7e-06   26.1   6.3   5.5   2   2   3   6   6   4   4 | TM
VITVvi_vZin03_v1.1_P774.ver1.0.g498390.p01         -          LRR_4                PF12799.13   3.9e-11   41.9  29.3     4e-05   22.8   2.6   3.9   1   1   4   5   5   5   5 | TM
VITVvi_vZin03_v1.1_P157.ver1.0.g275900.p01         -          LRR_4                PF12799.13   4.7e-11   41.6  10.2   0.00013   21.2   2.9   3.9   1   1   3   4   4   4   4 | SP+TM
VITVvi_vZin03_v1.1_P516.ver1.0.g449990.p01         -          LRR_4                PF12799.13   4.8e-11   41.6  39.3    0.0034   16.6   1.1   7.3   5   2   0   6   6   5   3 | TM
VITVvi_vZin03_v1.1_H000008F_010.ver1.0.g029150.p01 -          LRR_4                PF12799.13     6e-11   41.3  21.0   2.9e-05   23.2   0.5   5.0   2   2   4   6   6   6   4 | SP
VITVvi_vZin03_v1.1_H000061F_001.ver1.0.g102160.p01 -          LRR_4                PF12799.13   6.3e-11   41.2  36.6   0.00031   19.9   1.7   6.8   3   2   7  10  10   7   6 | SP
VITVvi_vZin03_v1.1_H000192F_007.ver1.0.g165250.p01 -          LRR_4                PF12799.13     7e-11   41.1  14.4    0.0017   17.6   0.1   6.2   5   1   1   7   7   5   2 | SP+TM
VITVvi_vZin03_v1.1_H000027F_009.ver1.0.g063990.p01 -          LRR_4                PF12799.13   8.1e-11   40.9  22.3   0.00025   20.2   2.4   5.0   2   1   5   7   7   6   5 | SP
VITVvi_vZin03_v1.1_P13.ver1.0.g245140.p01          -          LRR_4                PF12799.13   8.3e-11   40.8  21.0   7.2e-05   22.0   0.1   5.0   4   1   1   5   5   4   3 | TM
VITVvi_vZin03_v1.1_P14.ver1.0.g255960.p01          -          LRR_4                PF12799.13   8.6e-11   40.8  16.3   6.7e-08   31.6   2.7   3.0   2   1   1   3   3   2   2 | TM
VITVvi_vZin03_v1.1_P14.ver1.0.g256150.p01          -          LRR_4                PF12799.13   1.2e-10   40.4  15.1   7.1e-08   31.5   3.1   2.7   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P14.ver1.0.g254180.p01          -          LRR_4                PF12799.13   1.2e-10   40.3  11.2   2.7e-05   23.3   4.6   3.9   2   1   1   4   4   3   3 | SP+TM
VITVvi_vZin03_v1.1_H000060F_006.ver1.0.g101610.p01 -          LRR_4                PF12799.13   1.2e-10   40.3  40.1    0.0015   17.8   1.1   7.2   4   1   6  10  10   7   4 | SP+TM
VITVvi_vZin03_v1.1_H000050F_004.ver1.0.g089470.p01 -          LRR_4                PF12799.13   1.3e-10   40.2  18.6   0.00052   19.2   0.2   3.9   1   1   4   5   5   5   4 | SP+TM
VITVvi_vZin03_v1.1_P98.ver1.0.g532800.p01          -          LRR_4                PF12799.13   1.5e-10   40.0   4.4     0.023   14.0   0.0   3.8   3   0   0   3   3   3   3 | SP
VITVvi_vZin03_v1.1_P654.ver1.0.g481410.p01         -          LRR_4                PF12799.13   1.5e-10   40.0  23.3   0.00025   20.2   4.9   7.3   6   1   1   7   7   2   2 | SP+TM
VITVvi_vZin03_v1.1_P165.ver1.0.g284160.p01         -          LRR_4                PF12799.13   1.5e-10   40.0  31.7    0.0016   17.7   3.4   7.0   2   2   6   8   8   7   3 | SP
VITVvi_vZin03_v1.1_P50.ver1.0.g446870.p01          -          LRR_4                PF12799.13   1.5e-10   40.0  40.6    0.0015   17.8   1.1   7.2   4   1   4   9   9   6   4 | SP+TM
VITVvi_vZin03_v1.1_P341.ver1.0.g385630.p01         -          LRR_4                PF12799.13   1.6e-10   40.0   4.4     0.023   14.0   0.0   3.8   3   0   0   3   3   3   3 | SP
VITVvi_vZin03_v1.1_H000012F_015.ver1.0.g039350.p01 -          LRR_4                PF12799.13   1.6e-10   39.9  11.2   5.4e-05   22.4   1.6   3.5   2   1   1   3   3   3   3 | SP+TM
VITVvi_vZin03_v1.1_P113.ver1.0.g227580.p01         -          LRR_4                PF12799.13   1.7e-10   39.9  27.4   5.7e-05   22.3   4.4   4.4   1   1   5   6   6   6   5 | SP+TM
VITVvi_vZin03_v1.1_H000012F_018.ver1.0.g039950.p01 -          LRR_4                PF12799.13   1.7e-10   39.9  21.2   8.3e-05   21.8   0.1   4.9   4   1   1   5   5   4   3 | TM
VITVvi_vZin03_v1.1_P409.ver1.0.g413680.p01         -          LRR_4                PF12799.13   1.8e-10   39.8  28.9   2.3e-06   26.7   4.7   4.6   3   2   0   5   5   3   2 | TM
VITVvi_vZin03_v1.1_P368.ver1.0.g393070.p01         -          LRR_4                PF12799.13   1.8e-10   39.8  46.7   0.00088   18.5   4.2   8.2   3   3   5   9   9   6   3 | TM
VITVvi_vZin03_v1.1_P40.ver1.0.g411670.p01          -          LRR_4                PF12799.13   1.8e-10   39.8  46.7   0.00088   18.5   4.2   8.2   3   3   5   9   9   6   3 | TM
VITVvi_vZin03_v1.1_P12.ver1.0.g235320.p01          -          LRR_4                PF12799.13     2e-10   39.6  19.1   0.00058   19.1   0.3   3.9   1   1   4   5   5   5   4 | SP+TM
VITVvi_vZin03_v1.1_P155.ver1.0.g274380.p01         -          LRR_4                PF12799.13     2e-10   39.6  20.4    0.0011   18.3   0.0   6.4   3   2   4   8   8   4   4 | SP
VITVvi_vZin03_v1.1_P44.ver1.0.g426380.p01          -          LRR_4                PF12799.13   2.2e-10   39.5  33.1   0.00063   19.0   1.6   6.6   2   2   7   9   9   7   5 | SP+TM
VITVvi_vZin03_v1.1_P13.ver1.0.g243910.p01          -          LRR_4                PF12799.13   2.5e-10   39.3  10.1   5.4e-05   22.4   1.6   3.5   2   1   1   3   3   3   3 | SP+TM
VITVvi_vZin03_v1.1_H000040F_002.ver1.0.g075940.p01 -          LRR_4                PF12799.13     3e-10   39.0  48.0   0.00062   19.0   4.1   7.2   7   1   1   8   8   5   3 | SP+TM
VITVvi_vZin03_v1.1_P34.ver1.0.g384550.p01          -          LRR_4                PF12799.13     3e-10   39.0  48.0   0.00062   19.0   4.1   7.2   7   1   1   8   8   5   3 | SP+TM
VITVvi_vZin03_v1.1_P7.ver1.0.g488190.p01           -          LRR_4                PF12799.13   3.1e-10   39.0  12.1   3.7e-05   22.9   2.9   4.1   5   0   0   5   5   2   2 | TM
VITVvi_vZin03_v1.1_P645.ver1.0.g480630.p01         -          LRR_4                PF12799.13   3.5e-10   38.8  19.2   2.9e-06   26.4   2.9   4.2   1   1   4   5   5   5   5 | SP+TM
VITVvi_vZin03_v1.1_P119.ver1.0.g232260.p01         -          LRR_4                PF12799.13   3.5e-10   38.8   1.1    0.0031   16.8   0.0   4.2   3   1   0   3   3   2   2 | SP
VITVvi_vZin03_v1.1_H000139F_004.ver1.0.g144560.p01 -          LRR_4                PF12799.13   3.6e-10   38.8   1.1    0.0031   16.8   0.0   4.2   3   1   0   3   3   2   2 | SP
VITVvi_vZin03_v1.1_P44.ver1.0.g426280.p01          -          LRR_4                PF12799.13   4.3e-10   38.6  40.2   0.00018   20.7   1.9   6.9   3   2   6  10  10   7   5 | TM
VITVvi_vZin03_v1.1_H000052F_006.ver1.0.g090990.p01 -          LRR_4                PF12799.13   4.8e-10   38.4   8.5   4.4e-05   22.6   0.3   3.7   3   1   1   4   4   2   2 | SP+TM
VITVvi_vZin03_v1.1_P272.ver1.0.g353470.p01         -          LRR_4                PF12799.13   4.8e-10   38.4  19.0    0.0011   18.3   0.6   5.8   3   2   4   7   7   5   3 | SP
VITVvi_vZin03_v1.1_H000008F_010.ver1.0.g029140.p01 -          LRR_4                PF12799.13   5.5e-10   38.2  21.6    0.0023   17.2   1.0   5.4   1   1   6   7   7   5   4 | TM
VITVvi_vZin03_v1.1_H000040F_001.ver1.0.g075530.p01 -          LRR_4                PF12799.13   5.6e-10   38.2  28.1    0.0002   20.5   1.1   7.2   3   2   6   9   9   7   2 | SP+TM
VITVvi_vZin03_v1.1_P478.ver1.0.g436530.p01         -          LRR_4                PF12799.13   5.6e-10   38.2   9.0   0.00017   20.8   2.6   4.7   2   2   3   5   5   5   4 | TM
VITVvi_vZin03_v1.1_P50.ver1.0.g446860.p01          -          LRR_4                PF12799.13   6.4e-10   38.0  42.1   0.00034   19.8   0.5   7.2   4   1   5   9   9   6   4 | SP+TM
VITVvi_vZin03_v1.1_H000062F_009.ver1.0.g103540.p01 -          LRR_4                PF12799.13   6.9e-10   37.9  24.3   0.00069   18.8   0.2   5.8   4   1   3   7   7   4   3 | SP+TM
VITVvi_vZin03_v1.1_P49.ver1.0.g439490.p01          -          LRR_4                PF12799.13   8.3e-10   37.6  30.3   3.8e-05   22.8   0.4   8.0   7   1   2   9   9   6   1 | TM
VITVvi_vZin03_v1.1_P41.ver1.0.g416750.p01          -          LRR_4                PF12799.13   8.9e-10   37.6   6.7   2.8e-06   26.4   0.8   2.9   1   1   0   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P654.ver1.0.g481340.p01         -          LRR_4                PF12799.13   9.1e-10   37.5  10.1     1e-05   24.7   4.0   4.5   3   1   0   4   4   2   1 | SP
VITVvi_vZin03_v1.1_H000060F_006.ver1.0.g101600.p01 -          LRR_4                PF12799.13   9.8e-10   37.4  39.4    0.0089   15.3   0.1   7.1   4   1   6  10  10   7   5 | SP+TM
VITVvi_vZin03_v1.1_P22.ver1.0.g327660.p01          -          LRR_4                PF12799.13   9.8e-10   37.4  16.1   0.00049   19.3   0.7   3.5   3   0   0   3   3   3   2 | TM
VITVvi_vZin03_v1.1_H000707F_001.ver1.0.g197880.p01 -          LRR_4                PF12799.13     1e-09   37.4  38.1    0.0021   17.3   0.2   7.7   2   2   7  10  10   8   3 | TM
VITVvi_vZin03_v1.1_P40.ver1.0.g411720.p01          -          LRR_4                PF12799.13   1.1e-09   37.3  58.0   0.00023   20.4   1.4   9.7   5   2   9  14  14   9   3 | SP
VITVvi_vZin03_v1.1_P16.ver1.0.g278090.p01          -          LRR_4                PF12799.13   1.2e-09   37.2  35.1    0.0092   15.3   0.5   9.9   4   2   6  12  12   7   3 | SP
VITVvi_vZin03_v1.1_H000027F_009.ver1.0.g064000.p01 -          LRR_4                PF12799.13   1.4e-09   36.9  12.0   7.8e-06   25.0   0.4   2.9   2   1   1   3   3   2   2 | TM
VITVvi_vZin03_v1.1_H000013F_002.ver1.0.g040860.p01 -          LRR_4                PF12799.13   1.5e-09   36.9  12.8   2.5e-07   29.8   2.6   2.8   1   1   1   2   2   2   2 | TM
VITVvi_vZin03_v1.1_H000048F_010.ver1.0.g086610.p01 -          LRR_4                PF12799.13   1.6e-09   36.8   7.0   2.8e-06   26.4   0.8   2.9   1   1   0   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P34.ver1.0.g385100.p01          -          LRR_4                PF12799.13   1.6e-09   36.7  30.3    0.0002   20.5   1.1   7.4   3   2   5   9   9   6   2 | SP+TM
VITVvi_vZin03_v1.1_P479.ver1.0.g436690.p01         -          LRR_4                PF12799.13   1.8e-09   36.6  28.2    0.0017   17.6   3.0   6.0   3   2   4   7   7   6   5 | SP
VITVvi_vZin03_v1.1_P440.ver1.0.g426500.p01         -          LRR_4                PF12799.13   2.1e-09   36.4  14.2   0.00012   21.3   3.6   3.7   2   1   2   4   4   3   3 | TM
VITVvi_vZin03_v1.1_P50.ver1.0.g446820.p01          -          LRR_4                PF12799.13   2.1e-09   36.4   6.3   0.00046   19.4   1.3   3.3   2   1   1   3   3   2   2 | TM
VITVvi_vZin03_v1.1_P260.ver1.0.g347760.p01         -          LRR_4                PF12799.13   2.3e-09   36.3  22.9   4.2e-06   25.9   5.5   3.5   1   1   1   3   3   3   3 | SP+TM
VITVvi_vZin03_v1.1_H000120F_003.ver1.0.g135830.p01 -          LRR_4                PF12799.13     3e-09   35.9  19.1   8.9e-05   21.7   5.1   3.1   1   1   1   2   2   2   2 | TM
VITVvi_vZin03_v1.1_P193.ver1.0.g307010.p01         -          LRR_4                PF12799.13   3.2e-09   35.8  10.3      0.04   13.3   0.0   3.6   3   0   0   3   3   3   3 | SP+TM
VITVvi_vZin03_v1.1_P88.ver1.0.g518590.p01          -          LRR_4                PF12799.13   3.2e-09   35.8  10.3      0.04   13.3   0.0   3.6   3   0   0   3   3   3   3 | SP+TM
VITVvi_vZin03_v1.1_P14.ver1.0.g255980.p01          -          LRR_4                PF12799.13   3.4e-09   35.7  16.4   5.3e-07   28.7   3.1   2.9   1   1   1   2   2   2   2 | TM
VITVvi_vZin03_v1.1_H000053F_010.ver1.0.g093370.p01 -          LRR_4                PF12799.13   3.6e-09   35.6   6.2     0.021   14.2   0.1   4.8   3   1   1   4   4   3   2 | SP
VITVvi_vZin03_v1.1_P52.ver1.0.g450870.p01          -          LRR_4                PF12799.13   3.6e-09   35.6   6.2     0.021   14.2   0.1   4.8   3   1   1   4   4   3   2 | SP
VITVvi_vZin03_v1.1_P90.ver1.0.g527010.p01          -          LRR_4                PF12799.13   4.5e-09   35.3  20.5     0.026   13.8   0.1   6.1   4   2   3   7   7   5   4 | SP+TM
VITVvi_vZin03_v1.1_H000005F_004.ver1.0.g021850.p01 -          LRR_4                PF12799.13   4.6e-09   35.3  33.6     0.014   14.7   1.2   6.6   5   3   2   7   7   4   3 | SP
VITVvi_vZin03_v1.1_P6.ver1.0.g472980.p01           -          LRR_4                PF12799.13   4.6e-09   35.3  33.6     0.014   14.7   1.2   6.6   5   3   2   7   7   4   3 | SP
VITVvi_vZin03_v1.1_H000016F_005.ver1.0.g046980.p01 -          LRR_4                PF12799.13   5.1e-09   35.1  21.4   1.2e-05   24.5   1.6   3.1   1   1   3   4   4   4   3 | SP
VITVvi_vZin03_v1.1_H000052F_011.ver1.0.g091920.p01 -          LRR_4                PF12799.13   5.8e-09   35.0  24.5    0.0021   17.3   1.1   5.5   4   1   1   5   5   4   4 | SP+TM
VITVvi_vZin03_v1.1_P529.ver1.0.g452620.p01         -          LRR_4                PF12799.13   5.8e-09   35.0  22.0     7e-05   22.0   0.7   5.5   3   1   4   7   7   4   3 | SP+TM
VITVvi_vZin03_v1.1_P261.ver1.0.g347930.p01         -          LRR_4                PF12799.13   5.8e-09   35.0  22.0     7e-05   22.0   0.7   5.5   3   1   4   7   7   4   3 | SP+TM
VITVvi_vZin03_v1.1_P209.ver1.0.g319520.p01         -          LRR_4                PF12799.13   6.1e-09   34.9  23.6   7.4e-06   25.1   6.4   3.5   1   1   1   3   3   3   3 | SP+TM
VITVvi_vZin03_v1.1_H000183F_001.ver1.0.g162810.p01 -          LRR_4                PF12799.13   6.5e-09   34.8  33.3   0.00032   19.9   1.1   7.3   2   1   7   9   9   7   4 | SP+TM
VITVvi_vZin03_v1.1_P17.ver1.0.g286130.p01          -          LRR_4                PF12799.13     8e-09   34.5  19.9   1.2e-05   24.5   1.6   3.1   1   1   2   3   3   3   3 | SP
VITVvi_vZin03_v1.1_P261.ver1.0.g348500.p01         -          LRR_4                PF12799.13   8.5e-09   34.4   2.0    0.0037   16.5   0.0   2.9   2   0   0   2   2   2   2 | SP
VITVvi_vZin03_v1.1_H000035F_001.ver1.0.g072300.p01 -          LRR_4                PF12799.13   8.8e-09   34.4   5.9    0.0012   18.1   2.9   3.8   1   1   1   3   3   3   2 | SP+TM
VITVvi_vZin03_v1.1_P39.ver1.0.g400230.p01          -          LRR_4                PF12799.13   8.8e-09   34.4   5.9    0.0012   18.1   2.9   3.8   1   1   1   3   3   3   2 | SP+TM
VITVvi_vZin03_v1.1_P155.ver1.0.g274410.p01         -          LRR_4                PF12799.13   8.9e-09   34.4  18.1    0.0032   16.7   0.0   6.0   3   2   3   7   7   3   2 | SP+TM
VITVvi_vZin03_v1.1_P3.ver1.0.g364420.p01           -          LRR_4                PF12799.13   9.4e-09   34.3   4.2   7.2e-06   25.1   1.4   2.7   1   1   1   2   2   2   2 | TM
VITVvi_vZin03_v1.1_P273.ver1.0.g354400.p01         -          LRR_4                PF12799.13   9.5e-09   34.3   7.5   6.2e-05   22.2   0.1   3.7   2   1   1   3   3   3   1 | TM
VITVvi_vZin03_v1.1_H000019F_012.ver1.0.g053440.p01 -          LRR_4                PF12799.13   9.9e-09   34.2  17.2    0.0013   18.0   5.7   3.7   2   1   1   3   3   3   3 | SP+TM
VITVvi_vZin03_v1.1_P38.ver1.0.g397860.p01          -          LRR_4                PF12799.13   1.4e-08   33.8  23.5   0.00038   19.7   1.0   5.5   2   2   5   8   8   6   5 | SP
VITVvi_vZin03_v1.1_P101.ver1.0.g213750.p01         -          LRR_4                PF12799.13   1.5e-08   33.7  19.8   1.3e-05   24.4   9.3   3.2   1   1   2   3   3   3   3 | SP+TM
VITVvi_vZin03_v1.1_H000197F_003.ver1.0.g166280.p01 -          LRR_4                PF12799.13   1.5e-08   33.6  43.9    0.0017   17.6   1.2   8.2   3   1   7  11  11   6   5 | TM
VITVvi_vZin03_v1.1_H000013F_002.ver1.0.g040840.p01 -          LRR_4                PF12799.13   1.6e-08   33.6  17.3   6.3e-07   28.5   3.2   3.0   2   1   1   3   3   2   2 | TM
VITVvi_vZin03_v1.1_H000057F_001.ver1.0.g098140.p01 -          LRR_4                PF12799.13   1.6e-08   33.6  18.3   7.4e-05   21.9   0.8   6.5   4   2   3   7   7   3   1 | SP
VITVvi_vZin03_v1.1_H000135F_008.ver1.0.g143140.p01 -          LRR_4                PF12799.13   1.7e-08   33.5   0.9     0.014   14.7   0.0   3.7   1   1   5   6   6   5   3 | SP+TM
VITVvi_vZin03_v1.1_H000038F_001.ver1.0.g075070.p01 -          LRR_4                PF12799.13   1.9e-08   33.3   2.4    0.0041   16.4   0.1   2.9   2   0   0   2   2   2   2 | SP
VITVvi_vZin03_v1.1_H000152F_005.ver1.0.g151210.p01 -          LRR_4                PF12799.13   1.9e-08   33.3  16.7     0.022   14.1   0.7   5.5   3   1   3   6   6   5   4 | SP
VITVvi_vZin03_v1.1_H000026F_002.ver1.0.g061810.p01 -          LRR_4                PF12799.13   1.9e-08   33.3   0.6    0.0065   15.7   0.1   3.9   2   2   1   4   4   3   2 | SP
VITVvi_vZin03_v1.1_P30.ver1.0.g369600.p01          -          LRR_4                PF12799.13   1.9e-08   33.3   0.6    0.0065   15.7   0.1   3.9   2   2   1   4   4   3   2 | SP
VITVvi_vZin03_v1.1_P111.ver1.0.g225050.p01         -          LRR_4                PF12799.13     2e-08   33.3   0.7     0.014   14.7   0.0   3.6   1   1   5   6   6   5   3 | SP+TM
VITVvi_vZin03_v1.1_H000004F_005.ver1.0.g016950.p01 -          LRR_4                PF12799.13     2e-08   33.3   3.5   8.3e-05   21.8   1.6   2.6   2   0   0   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_H000092F_001.ver1.0.g122890.p01 -          LRR_4                PF12799.13   2.6e-08   32.9   4.5   0.00088   18.5   0.1   2.9   1   1   0   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P90.ver1.0.g526360.p01          -          LRR_4                PF12799.13   2.7e-08   32.9   4.0   0.00088   18.5   0.1   2.9   1   1   0   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P12.ver1.0.g234840.p01          -          LRR_4                PF12799.13   2.7e-08   32.9  21.9   0.00026   20.2   0.1   5.6   1   1   5   6   6   5   3 | TM
