#                                                                                             --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                      accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                              ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VITVvi_vZin03_v1.1_P22.ver1.0.g327520.p01          -          LRR_6                PF13516.12   6.1e-22   75.0  64.0      0.11   11.7   0.1  18.7  16   3   3  19  19  10   3 | SP
VITVvi_vZin03_v1.1_P88.ver1.0.g518050.p01          -          LRR_6                PF13516.12      0.34   10.1  55.0      0.77    9.0   0.2  11.8  14   0   0  14  14   5   0 | SP+TM
VITVvi_vZin03_v1.1_P206.ver1.0.g318700.p01         -          LRR_6                PF13516.12      0.37   10.0   8.7       9.4    5.6   0.2   4.5   4   0   0   4   4   1   0 | SP+TM
VITVvi_vZin03_v1.1_P477.ver1.0.g436510.p01         -          LRR_6                PF13516.12      0.41    9.9  40.2      0.79    9.0   0.7  11.1  14   0   0  14  14   3   0 | SP+TM
VITVvi_vZin03_v1.1_P49.ver1.0.g439480.p01          -          LRR_6                PF13516.12      0.44    9.8  17.1        11    5.5   0.0   7.4   8   0   0   8   8   1   0 | SP+TM
VITVvi_vZin03_v1.1_P64.ver1.0.g479370.p01          -          LRR_6                PF13516.12      0.47    9.7   0.0      0.47    9.7   0.0   9.7  14   0   0  14  14   3   0 | SP+TM
VITVvi_vZin03_v1.1_P1.ver1.0.g208460.p01           -          LRR_6                PF13516.12      0.48    9.7  18.8       5.3    6.4   0.0   6.4   6   0   0   6   6   2   0 | SP+TM
VITVvi_vZin03_v1.1_P2.ver1.0.g309570.p01           -          LRR_6                PF13516.12      0.48    9.7  22.6        13    5.2   0.1   7.2   8   0   0   8   8   1   0 | SP
VITVvi_vZin03_v1.1_H000087F_005.ver1.0.g120530.p01 -          LRR_6                PF13516.12      0.51    9.6  41.7      0.86    8.9   0.3  12.1  15   0   0  15  15   2   0 | SP+TM
VITVvi_vZin03_v1.1_P83.ver1.0.g509080.p01          -          LRR_6                PF13516.12      0.51    9.6  41.7      0.86    8.9   0.3  12.1  15   0   0  15  15   2   0 | SP+TM
VITVvi_vZin03_v1.1_H000286F_002.ver1.0.g184270.p01 -          LRR_6                PF13516.12      0.54    9.5  48.3      0.15   11.3   0.3  11.0  12   0   0  12  12   4   0 | SP+TM
VITVvi_vZin03_v1.1_P44.ver1.0.g425870.p01          -          LRR_6                PF13516.12      0.57    9.4  10.2       2.3    7.6   0.1   3.5   3   0   0   3   3   2   0 | SP+TM
VITVvi_vZin03_v1.1_H000048F_010.ver1.0.g086610.p01 -          LRR_6                PF13516.12      0.63    9.3  11.0       2.3    7.5   0.1   5.0   5   0   0   5   5   1   0 | SP+TM
VITVvi_vZin03_v1.1_P53.ver1.0.g456720.p01          -          LRR_6                PF13516.12      0.63    9.3  91.3         1    8.6   0.1  20.6  24   0   0  24  24   6   0 | SP+TM
VITVvi_vZin03_v1.1_P41.ver1.0.g416750.p01          -          LRR_6                PF13516.12      0.69    9.2  10.9       2.3    7.5   0.1   5.0   5   0   0   5   5   1   0 | SP+TM
VITVvi_vZin03_v1.1_P112.ver1.0.g225350.p01         -          LRR_6                PF13516.12       0.7    9.2  59.2       2.1    7.7   0.6  12.0  13   0   0  13  13   5   0 | SP+TM
VITVvi_vZin03_v1.1_H000060F_006.ver1.0.g101600.p01 -          LRR_6                PF13516.12       0.7    9.2  14.3       2.3    7.6   0.2   5.8   5   0   0   5   5   1   0 | SP+TM
VITVvi_vZin03_v1.1_H000120F_006.ver1.0.g136650.p01 -          LRR_6                PF13516.12      0.72    9.1  12.8      0.81    9.0   0.5   4.2   4   0   0   4   4   2   0 | SP+TM
VITVvi_vZin03_v1.1_P41.ver1.0.g414090.p01          -          LRR_6                PF13516.12      0.75    9.1  19.3      0.91    8.8   0.7   5.6   6   0   0   6   6   1   0 | SP+TM
VITVvi_vZin03_v1.1_P19.ver1.0.g303210.p01          -          LRR_6                PF13516.12      0.77    9.0  41.4      0.79    9.0   0.7  11.3  14   0   0  14  14   3   0 | SP+TM
VITVvi_vZin03_v1.1_P12.ver1.0.g233890.p01          -          LRR_6                PF13516.12      0.83    8.9  59.5      0.57    9.5   0.3  13.4  15   0   0  15  15   4   0 | SP+TM
VITVvi_vZin03_v1.1_P492.ver1.0.g441250.p01         -          LRR_6                PF13516.12      0.83    8.9   8.8       7.8    5.9   1.0   3.5   3   0   0   3   3   2   0 | SP+TM
VITVvi_vZin03_v1.1_H000026F_007.ver1.0.g062370.p01 -          LRR_6                PF13516.12      0.86    8.9  19.1       2.4    7.5   0.5   5.8   6   0   0   6   6   1   0 | SP+TM
VITVvi_vZin03_v1.1_H000298F_005.ver1.0.g186210.p01 -          LRR_6                PF13516.12      0.89    8.8   7.8        15    5.0   0.1   4.4   4   0   0   4   4   1   0 | SP+TM
VITVvi_vZin03_v1.1_P15.ver1.0.g265330.p01          -          LRR_6                PF13516.12      0.93    8.8  23.6       8.4    5.8   0.3   7.1   7   0   0   7   7   1   0 | SP
VITVvi_vZin03_v1.1_H000064F_013.ver1.0.g106080.p01 -          LRR_6                PF13516.12      0.95    8.8  55.9       3.8    6.9   0.0  15.9  19   0   0  19  19   2   0 | SP+TM
VITVvi_vZin03_v1.1_P397.ver1.0.g402930.p01         -          LRR_6                PF13516.12      0.96    8.7  14.7       6.6    6.1   0.6   4.5   4   0   0   4   4   2   0 | TM
VITVvi_vZin03_v1.1_P53.ver1.0.g456560.p01          -          LRR_6                PF13516.12      0.98    8.7  98.5      0.32   10.2   0.1  19.5  25   0   0  25  25   7   0 | SP+TM
VITVvi_vZin03_v1.1_H000182F_002.ver1.0.g162280.p01 -          LRR_6                PF13516.12      0.98    8.7  20.5       2.1    7.7   0.7   6.5   7   0   0   7   7   2   0 | SP
VITVvi_vZin03_v1.1_H000103F_002.ver1.0.g128470.p01 -          LRR_6                PF13516.12         1    8.7  13.0       2.1    7.7   0.6   5.0   5   0   0   5   5   1   0 | SP+TM
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      pfam_models/PF13516.hmm
# Target file:     filtered_tm_sp_proteins.fasta
# Option settings: hmmsearch -A LRR8_alignment.stk --tblout LRR8_domains.txt -E 1 --domE 1 --incE 0.01 --incdomE 0.04 --cpu 8 pfam_models/PF13516.hmm filtered_tm_sp_proteins.fasta 
# Current dir:     /Users/briansu/workspace/mamp_prediction_ml/11_grape_analysis/Zinfandel_cl_03
# Date:            Tue May 26 16:47:27 2026
# [ok]
