#                                                                                             --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                      accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                              ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VITVvi_vZin03_v1.1_P127.ver1.0.g241740.p01         -          LRR_8                PF13855.12  7.5e-104  338.5 199.0     4e-09   35.1   5.0  26.2  18   8   7  26  26  25  21 | TM
VITVvi_vZin03_v1.1_P34.ver1.0.g384560.p01          -          LRR_8                PF13855.12   7.3e-16   56.7  48.5   2.4e-05   23.1   4.9   6.1   4   2   0   5   5   5   4 | SP+TM
VITVvi_vZin03_v1.1_P155.ver1.0.g274430.p01         -          LRR_8                PF13855.12   8.1e-16   56.6  14.9   1.1e-06   27.3   0.3   4.7   2   1   2   5   5   5   4 | SP
VITVvi_vZin03_v1.1_P654.ver1.0.g481410.p01         -          LRR_8                PF13855.12   1.5e-15   55.7  15.6   0.00019   20.2   6.9   5.0   3   1   1   4   4   4   4 | SP+TM
VITVvi_vZin03_v1.1_H000024F_012.ver1.0.g059310.p01 -          LRR_8                PF13855.12   1.8e-15   55.5  18.6   1.9e-08   32.9   3.1   3.8   3   1   1   4   4   3   3 | SP+TM
VITVvi_vZin03_v1.1_P37.ver1.0.g393910.p01          -          LRR_8                PF13855.12   1.9e-15   55.4  11.9   3.8e-09   35.2   1.1   4.2   4   0   0   4   4   3   2 | SP+TM
VITVvi_vZin03_v1.1_H000037F_013.ver1.0.g074380.p01 -          LRR_8                PF13855.12   1.9e-15   55.4  11.9   3.8e-09   35.2   1.1   4.2   4   0   0   4   4   3   2 | SP+TM
VITVvi_vZin03_v1.1_P249.ver1.0.g341330.p01         -          LRR_8                PF13855.12   2.1e-15   55.2  14.1   8.2e-10   37.3   4.3   3.3   2   1   1   3   3   3   3 | TM
VITVvi_vZin03_v1.1_P28.ver1.0.g357690.p01          -          LRR_8                PF13855.12   2.2e-15   55.2  45.4   0.00095   17.9   0.2   7.3   3   2   3   7   7   7   5 | TM
VITVvi_vZin03_v1.1_P7.ver1.0.g488190.p01           -          LRR_8                PF13855.12   2.4e-15   55.1  11.7     1e-06   27.5   2.7   3.9   3   1   1   4   4   3   3 | TM
VITVvi_vZin03_v1.1_P1.ver1.0.g208420.p01           -          LRR_8                PF13855.12   2.6e-15   55.0  15.2   1.6e-07   30.0   0.5   3.4   3   0   0   3   3   3   3 | SP+TM
VITVvi_vZin03_v1.1_H000062F_009.ver1.0.g103540.p01 -          LRR_8                PF13855.12   2.8e-15   54.9  22.1   2.9e-08   32.4   1.2   4.7   2   1   3   5   5   5   4 | SP+TM
VITVvi_vZin03_v1.1_H000053F_010.ver1.0.g093370.p01 -          LRR_8                PF13855.12     3e-15   54.7   7.7   1.1e-07   30.5   0.5   3.6   2   2   1   3   3   3   2 | SP
VITVvi_vZin03_v1.1_P52.ver1.0.g450870.p01          -          LRR_8                PF13855.12     3e-15   54.7   7.7   1.1e-07   30.5   0.5   3.6   2   2   1   3   3   3   2 | SP
VITVvi_vZin03_v1.1_P272.ver1.0.g353600.p01         -          LRR_8                PF13855.12   3.6e-15   54.5  24.9    0.0004   19.1   0.0   6.2   5   2   1   6   6   5   3 | SP
VITVvi_vZin03_v1.1_P774.ver1.0.g498390.p01         -          LRR_8                PF13855.12     4e-15   54.4  18.5   1.7e-09   36.3   5.3   3.1   1   1   2   3   3   3   3 | TM
VITVvi_vZin03_v1.1_P31.ver1.0.g374340.p01          -          LRR_8                PF13855.12   4.7e-15   54.1   8.8   4.5e-08   31.8   2.5   3.8   2   1   2   4   4   3   3 | SP+TM
VITVvi_vZin03_v1.1_P44.ver1.0.g426280.p01          -          LRR_8                PF13855.12   5.8e-15   53.8  28.8   4.7e-06   25.3   3.8   5.8   4   1   2   6   6   5   3 | TM
VITVvi_vZin03_v1.1_P155.ver1.0.g274380.p01         -          LRR_8                PF13855.12   7.5e-15   53.5  10.3   1.3e-06   27.1   4.6   5.1   4   1   0   5   5   3   2 | SP
VITVvi_vZin03_v1.1_P123.ver1.0.g239740.p01         -          LRR_8                PF13855.12     8e-15   53.4  19.3   3.8e-09   35.2   2.4   4.1   2   2   2   4   4   4   3 | TM
VITVvi_vZin03_v1.1_H000019F_012.ver1.0.g053440.p01 -          LRR_8                PF13855.12   8.3e-15   53.3  13.8     5e-07   28.4   0.0   3.4   3   0   0   3   3   3   3 | SP+TM
VITVvi_vZin03_v1.1_H000040F_002.ver1.0.g075940.p01 -          LRR_8                PF13855.12   8.6e-15   53.3  48.2     1e-05   24.3   6.7   5.7   3   1   4   7   7   6   5 | SP+TM
VITVvi_vZin03_v1.1_P34.ver1.0.g384550.p01          -          LRR_8                PF13855.12   8.6e-15   53.3  48.2     1e-05   24.3   6.7   5.7   3   1   4   7   7   6   5 | SP+TM
VITVvi_vZin03_v1.1_P302.ver1.0.g372040.p01         -          LRR_8                PF13855.12   9.2e-15   53.2  19.0   3.5e-10   38.5   6.8   1.9   1   1   1   2   2   2   2 | TM
VITVvi_vZin03_v1.1_P46.ver1.0.g432560.p01          -          LRR_8                PF13855.12   1.2e-14   52.8  37.6   2.9e-06   26.0   4.8   5.8   2   1   5   7   7   7   5 | SP+TM
VITVvi_vZin03_v1.1_H000070F_007.ver1.0.g109950.p01 -          LRR_8                PF13855.12   1.8e-14   52.3  27.7   1.7e-07   30.0   3.2   4.5   2   1   1   4   4   4   2 | SP+TM
VITVvi_vZin03_v1.1_P49.ver1.0.g439310.p01          -          LRR_8                PF13855.12   1.9e-14   52.2  11.3   4.8e-06   25.3   0.0   4.7   3   1   2   5   5   4   3 | SP+TM
VITVvi_vZin03_v1.1_P38.ver1.0.g397860.p01          -          LRR_8                PF13855.12   2.1e-14   52.0  16.3   9.2e-08   30.8   1.7   4.0   2   2   2   4   4   3   2 | SP
VITVvi_vZin03_v1.1_P71.ver1.0.g491860.p01          -          LRR_8                PF13855.12   2.5e-14   51.8  11.9   7.2e-06   24.7   1.0   4.2   1   1   3   4   4   4   4 | SP+TM
VITVvi_vZin03_v1.1_H000057F_001.ver1.0.g098100.p01 -          LRR_8                PF13855.12   3.1e-14   51.5   9.5   2.6e-06   26.2   0.1   4.6   3   1   2   5   5   4   3 | SP+TM
VITVvi_vZin03_v1.1_P49.ver1.0.g439490.p01          -          LRR_8                PF13855.12   3.2e-14   51.5  23.1   7.3e-08   31.1   1.0   6.2   2   2   4   7   7   6   5 | TM
VITVvi_vZin03_v1.1_P58.ver1.0.g464310.p01          -          LRR_8                PF13855.12   3.3e-14   51.4  14.5   5.4e-06   25.1   0.3   4.1   2   1   2   4   4   4   4 | SP
VITVvi_vZin03_v1.1_H000152F_005.ver1.0.g151210.p01 -          LRR_8                PF13855.12   3.6e-14   51.3  17.0   2.1e-06   26.4   1.5   5.5   2   2   4   6   6   5   5 | SP
VITVvi_vZin03_v1.1_P123.ver1.0.g239750.p01         -          LRR_8                PF13855.12   4.1e-14   51.1  33.6   8.6e-07   27.7   7.4   6.2   3   2   4   7   7   4   4 | SP
VITVvi_vZin03_v1.1_H000192F_007.ver1.0.g165250.p01 -          LRR_8                PF13855.12   4.8e-14   50.9   9.0   1.2e-06   27.2   2.1   5.1   4   1   1   5   5   4   2 | SP+TM
VITVvi_vZin03_v1.1_H000008F_010.ver1.0.g029140.p01 -          LRR_8                PF13855.12     5e-14   50.9  21.6     4e-06   25.5  11.6   4.1   1   1   3   5   5   5   5 | TM
VITVvi_vZin03_v1.1_P479.ver1.0.g436670.p01         -          LRR_8                PF13855.12     5e-14   50.8  35.9   1.1e-07   30.6   7.8   5.1   3   2   2   5   5   5   3 | TM
VITVvi_vZin03_v1.1_P265.ver1.0.g349510.p01         -          LRR_8                PF13855.12   5.8e-14   50.7  14.3   3.8e-10   38.4   1.8   4.8   4   0   0   4   4   3   2 | SP+TM
VITVvi_vZin03_v1.1_P155.ver1.0.g274500.p01         -          LRR_8                PF13855.12   6.1e-14   50.6  25.0   0.00025   19.8   7.1   6.6   3   3   5   8   8   7   5 | SP+TM
VITVvi_vZin03_v1.1_P10.ver1.0.g211750.p01          -          LRR_8                PF13855.12   6.7e-14   50.4  14.2   3.1e-10   38.7   1.6   4.8   4   0   0   4   4   3   2 | SP+TM
VITVvi_vZin03_v1.1_P24.ver1.0.g337510.p01          -          LRR_8                PF13855.12   7.2e-14   50.3  39.6     6e-06   25.0   2.3   5.8   1   1   7   8   8   7   6 | SP
VITVvi_vZin03_v1.1_H000060F_006.ver1.0.g101630.p01 -          LRR_8                PF13855.12   7.6e-14   50.3  37.8     2e-07   29.7   7.7   5.6   3   1   4   7   7   5   4 | SP+TM
VITVvi_vZin03_v1.1_P85.ver1.0.g512570.p01          -          LRR_8                PF13855.12   8.1e-14   50.2  15.8   1.7e-07   29.9   2.5   3.4   3   0   0   3   3   2   2 | SP+TM
VITVvi_vZin03_v1.1_P3.ver1.0.g364420.p01           -          LRR_8                PF13855.12   9.2e-14   50.0   1.3   3.9e-13   48.0   1.1   2.1   1   1   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P50.ver1.0.g446890.p01          -          LRR_8                PF13855.12   9.3e-14   50.0  37.8     2e-07   29.7   7.7   5.8   3   1   0   5   5   4   3 | SP+TM
VITVvi_vZin03_v1.1_H000002F_005.ver1.0.g008250.p01 -          LRR_8                PF13855.12   9.4e-14   50.0   4.3   3.5e-07   28.9   0.1   3.1   3   1   1   4   4   2   2 | SP
VITVvi_vZin03_v1.1_H000214F_005.ver1.0.g172290.p01 -          LRR_8                PF13855.12     1e-13   49.9  23.9   3.2e-08   32.3   3.4   4.3   1   1   3   5   5   3   3 | SP+TM
VITVvi_vZin03_v1.1_P98.ver1.0.g532800.p01          -          LRR_8                PF13855.12   1.2e-13   49.7   9.4   6.6e-07   28.0   0.4   3.7   2   1   3   5   5   4   4 | SP
VITVvi_vZin03_v1.1_H000057F_001.ver1.0.g098340.p01 -          LRR_8                PF13855.12   1.2e-13   49.7  23.6   9.2e-08   30.8   1.2   6.1   2   2   6   8   8   6   4 | TM
VITVvi_vZin03_v1.1_P341.ver1.0.g385630.p01         -          LRR_8                PF13855.12   1.2e-13   49.6   9.4   6.7e-07   28.0   0.4   3.7   2   1   3   5   5   4   4 | SP
VITVvi_vZin03_v1.1_H000707F_001.ver1.0.g197880.p01 -          LRR_8                PF13855.12   1.3e-13   49.6  44.4   5.9e-07   28.2   1.6   6.4   2   2   3   6   6   5   3 | TM
VITVvi_vZin03_v1.1_H000016F_011.ver1.0.g047830.p01 -          LRR_8                PF13855.12   1.6e-13   49.3   8.9   8.5e-07   27.7   0.5   3.6   3   1   0   3   3   2   2 | SP
VITVvi_vZin03_v1.1_P17.ver1.0.g287030.p01          -          LRR_8                PF13855.12   1.9e-13   49.0   9.6   8.5e-07   27.7   0.5   3.6   3   1   0   3   3   2   2 | SP
VITVvi_vZin03_v1.1_H000057F_001.ver1.0.g098260.p01 -          LRR_8                PF13855.12     3e-13   48.3  10.9   4.6e-06   25.3   0.4   4.8   3   1   1   5   5   4   2 | SP+TM
VITVvi_vZin03_v1.1_P165.ver1.0.g283870.p01         -          LRR_8                PF13855.12   3.2e-13   48.3  20.8   4.5e-05   22.2   5.5   5.6   2   2   3   5   5   5   4 | SP
VITVvi_vZin03_v1.1_P49.ver1.0.g439400.p01          -          LRR_8                PF13855.12   4.9e-13   47.7  13.1   4.6e-06   25.4   0.4   5.0   3   1   2   5   5   4   3 | SP+TM
VITVvi_vZin03_v1.1_P478.ver1.0.g436530.p01         -          LRR_8                PF13855.12   5.8e-13   47.4   8.8   1.2e-06   27.2   3.2   4.2   2   1   2   4   4   3   2 | TM
VITVvi_vZin03_v1.1_P272.ver1.0.g353470.p01         -          LRR_8                PF13855.12   6.1e-13   47.4  11.6    0.0022   16.7   0.0   5.7   3   2   2   5   5   5   3 | SP
VITVvi_vZin03_v1.1_P214.ver1.0.g323840.p01         -          LRR_8                PF13855.12   6.7e-13   47.2  29.6   9.6e-09   33.9   5.3   6.1   5   2   1   7   7   3   3 | SP
VITVvi_vZin03_v1.1_P148.ver1.0.g264120.p01         -          LRR_8                PF13855.12   6.7e-13   47.2  23.9   8.1e-06   24.6   2.0   4.2   2   1   2   4   4   4   3 | TM
VITVvi_vZin03_v1.1_H000103F_002.ver1.0.g128470.p01 -          LRR_8                PF13855.12   6.8e-13   47.2  15.8   3.5e-07   28.9   2.5   3.4   3   0   0   3   3   2   2 | SP+TM
VITVvi_vZin03_v1.1_P165.ver1.0.g284160.p01         -          LRR_8                PF13855.12   6.9e-13   47.2  20.7   1.8e-07   29.9   4.3   5.4   2   2   3   6   6   4   4 | SP
VITVvi_vZin03_v1.1_P201.ver1.0.g317190.p01         -          LRR_8                PF13855.12   8.9e-13   46.8  36.6   0.00066   18.4   6.2   5.6   4   1   1   5   5   5   4 | SP+TM
VITVvi_vZin03_v1.1_P113.ver1.0.g227580.p01         -          LRR_8                PF13855.12   9.9e-13   46.7  25.3   9.5e-10   37.1   6.2   3.6   1   1   1   3   3   2   2 | SP+TM
VITVvi_vZin03_v1.1_H000139F_004.ver1.0.g144560.p01 -          LRR_8                PF13855.12   1.1e-12   46.6   7.4   1.3e-06   27.1   1.3   3.7   2   1   2   4   4   3   3 | SP
VITVvi_vZin03_v1.1_H000060F_006.ver1.0.g101610.p01 -          LRR_8                PF13855.12   1.1e-12   46.6  37.1   7.9e-07   27.8   8.0   5.9   3   1   2   6   6   5   4 | SP+TM
VITVvi_vZin03_v1.1_P119.ver1.0.g232260.p01         -          LRR_8                PF13855.12   1.1e-12   46.5   7.4   1.3e-06   27.1   1.3   3.7   2   1   2   4   4   3   3 | SP
VITVvi_vZin03_v1.1_H000299F_003.ver1.0.g186330.p01 -          LRR_8                PF13855.12   1.2e-12   46.4  27.9   0.00085   18.1   7.8   5.7   2   2   5   7   7   7   6 | SP+TM
VITVvi_vZin03_v1.1_P498.ver1.0.g441560.p01         -          LRR_8                PF13855.12   1.2e-12   46.4   6.6   4.5e-07   28.6   4.4   3.7   3   0   0   3   3   3   1 | TM
VITVvi_vZin03_v1.1_P165.ver1.0.g283860.p01         -          LRR_8                PF13855.12   1.7e-12   45.9  10.4   8.5e-05   21.3   3.0   5.1   3   1   3   6   6   5   3 | SP+TM
VITVvi_vZin03_v1.1_P479.ver1.0.g436690.p01         -          LRR_8                PF13855.12     2e-12   45.7  25.5   4.4e-06   25.4   4.8   3.8   2   1   1   3   3   3   3 | SP
VITVvi_vZin03_v1.1_H000008F_010.ver1.0.g029150.p01 -          LRR_8                PF13855.12     2e-12   45.7  19.1   3.1e-05   22.7   3.5   4.2   1   1   3   5   5   5   5 | SP
VITVvi_vZin03_v1.1_P339.ver1.0.g384120.p01         -          LRR_8                PF13855.12   2.1e-12   45.6  22.1     4e-05   22.3   8.2   4.7   3   2   2   5   5   5   4 | SP
VITVvi_vZin03_v1.1_P50.ver1.0.g446870.p01          -          LRR_8                PF13855.12   2.2e-12   45.6  38.2   2.4e-06   26.2   9.6   6.0   2   2   2   6   6   5   4 | SP+TM
VITVvi_vZin03_v1.1_P14.ver1.0.g255960.p01          -          LRR_8                PF13855.12     3e-12   45.2   8.6   6.7e-12   44.0   8.6   1.7   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_H000192F_007.ver1.0.g165260.p01 -          LRR_8                PF13855.12   3.1e-12   45.1  20.8   8.2e-05   21.3   5.3   5.4   2   2   3   5   5   5   4 | SP+TM
VITVvi_vZin03_v1.1_P261.ver1.0.g347930.p01         -          LRR_8                PF13855.12   3.1e-12   45.1  19.1   6.7e-08   31.2   5.6   4.0   2   1   3   6   6   4   4 | SP+TM
VITVvi_vZin03_v1.1_P529.ver1.0.g452620.p01         -          LRR_8                PF13855.12   3.1e-12   45.1  19.1   6.7e-08   31.2   5.6   4.0   2   1   3   6   6   4   4 | SP+TM
VITVvi_vZin03_v1.1_H000013F_002.ver1.0.g040860.p01 -          LRR_8                PF13855.12   3.5e-12   44.9   7.9   4.6e-12   44.6   6.7   1.9   2   0   0   2   2   1   1 | TM
VITVvi_vZin03_v1.1_P14.ver1.0.g255980.p01          -          LRR_8                PF13855.12   3.7e-12   44.9   7.7   7.9e-12   43.8   7.7   1.6   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P194.ver1.0.g307500.p01         -          LRR_8                PF13855.12   3.9e-12   44.8   9.2   5.7e-08   31.5   1.1   2.8   3   0   0   3   3   2   2 | SP+TM
VITVvi_vZin03_v1.1_P157.ver1.0.g276780.p01         -          LRR_8                PF13855.12   5.4e-12   44.3   9.2   6.6e-08   31.3   1.1   2.8   3   0   0   3   3   2   2 | TM
VITVvi_vZin03_v1.1_P298.ver1.0.g363980.p01         -          LRR_8                PF13855.12   6.7e-12   44.0  16.5   4.2e-08   31.9   2.7   3.4   2   1   0   3   3   3   2 | TM
VITVvi_vZin03_v1.1_H000061F_001.ver1.0.g102160.p01 -          LRR_8                PF13855.12   7.5e-12   43.9  35.6   2.5e-05   23.0   1.6   6.2   1   1   7   8   8   7   5 | SP
VITVvi_vZin03_v1.1_H000041F_010.ver1.0.g076380.p01 -          LRR_8                PF13855.12   7.7e-12   43.8   9.7   1.3e-06   27.1   6.8   2.7   2   0   0   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P36.ver1.0.g390010.p01          -          LRR_8                PF13855.12   7.7e-12   43.8   9.7   1.3e-06   27.1   6.8   2.7   2   0   0   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P3.ver1.0.g367860.p01           -          LRR_8                PF13855.12   8.8e-12   43.7   7.4   2.2e-05   23.2   0.2   2.7   2   0   0   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P122.ver1.0.g239370.p01         -          LRR_8                PF13855.12     1e-11   43.5   4.8     1e-11   43.5   4.8   2.6   3   0   0   3   3   1   1 | TM
VITVvi_vZin03_v1.1_P14.ver1.0.g255950.p01          -          LRR_8                PF13855.12   1.1e-11   43.4   6.6   2.3e-11   42.3   6.6   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000013F_003.ver1.0.g041060.p01 -          LRR_8                PF13855.12   1.1e-11   43.3   5.7   2.4e-11   42.3   5.7   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000013F_002.ver1.0.g040830.p01 -          LRR_8                PF13855.12   1.1e-11   43.3   6.6   2.3e-11   42.3   6.6   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P22.ver1.0.g327660.p01          -          LRR_8                PF13855.12   1.2e-11   43.2  12.1   4.6e-08   31.7   8.2   3.4   2   1   1   3   3   3   2 | TM
VITVvi_vZin03_v1.1_H000135F_008.ver1.0.g143140.p01 -          LRR_8                PF13855.12   1.2e-11   43.2   4.7   7.3e-09   34.3   0.1   3.6   2   1   0   3   3   2   1 | SP+TM
VITVvi_vZin03_v1.1_P14.ver1.0.g256140.p01          -          LRR_8                PF13855.12   1.3e-11   43.1   5.7   2.7e-11   42.1   5.7   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000013F_002.ver1.0.g040840.p01 -          LRR_8                PF13855.12   1.4e-11   43.0   9.0   3.1e-11   41.9   9.0   1.6   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P2.ver1.0.g309580.p01           -          LRR_8                PF13855.12   1.6e-11   42.9  16.1   1.5e-05   23.7   4.5   4.1   4   1   1   5   5   2   2 | SP
VITVvi_vZin03_v1.1_P779.ver1.0.g498650.p01         -          LRR_8                PF13855.12   1.6e-11   42.8  13.9   0.00029   19.6   2.3   3.7   2   1   0   3   3   3   3 | TM
VITVvi_vZin03_v1.1_P111.ver1.0.g225050.p01         -          LRR_8                PF13855.12   1.7e-11   42.7   4.4   7.3e-09   34.3   0.1   3.6   2   1   0   3   3   2   1 | SP+TM
VITVvi_vZin03_v1.1_H000091F_004.ver1.0.g121840.p01 -          LRR_8                PF13855.12   1.7e-11   42.7   9.1     3e-06   25.9   0.6   2.6   2   0   0   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P80.ver1.0.g505240.p01          -          LRR_8                PF13855.12   1.7e-11   42.7   9.1     3e-06   25.9   0.6   2.6   2   0   0   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P689.ver1.0.g486520.p01         -          LRR_8                PF13855.12   1.7e-11   42.7  11.2   9.4e-06   24.4   0.6   2.4   2   0   0   2   2   2   2 | TM
VITVvi_vZin03_v1.1_H000183F_001.ver1.0.g162810.p01 -          LRR_8                PF13855.12     2e-11   42.5  32.6   1.6e-08   33.2   4.7   5.6   4   1   0   6   6   3   3 | SP+TM
VITVvi_vZin03_v1.1_H000183F_001.ver1.0.g162640.p01 -          LRR_8                PF13855.12     2e-11   42.5  12.0     1e-08   33.9   1.6   2.1   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_H000050F_004.ver1.0.g089470.p01 -          LRR_8                PF13855.12   2.1e-11   42.5  16.9   3.6e-07   28.9   3.1   3.7   2   1   1   3   3   3   3 | SP+TM
VITVvi_vZin03_v1.1_P14.ver1.0.g254180.p01          -          LRR_8                PF13855.12   2.9e-11   42.0   6.4   4.8e-06   25.3   0.3   3.8   3   1   1   4   4   3   2 | SP+TM
VITVvi_vZin03_v1.1_H000055F_002.ver1.0.g095890.p01 -          LRR_8                PF13855.12   2.9e-11   42.0   6.4   2.1e-08   32.8   1.6   3.1   3   0   0   3   3   2   2 | TM
VITVvi_vZin03_v1.1_H000052F_011.ver1.0.g091920.p01 -          LRR_8                PF13855.12   2.9e-11   42.0  25.9   6.8e-07   28.0   9.1   4.7   1   1   4   5   5   5   5 | SP+TM
VITVvi_vZin03_v1.1_H000183F_003.ver1.0.g162960.p01 -          LRR_8                PF13855.12   2.9e-11   42.0  11.9   1.1e-08   33.7   1.5   2.1   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P37.ver1.0.g394480.p01          -          LRR_8                PF13855.12     3e-11   42.0  12.8   1.4e-07   30.2   5.8   3.6   3   1   1   4   4   3   3 | TM
VITVvi_vZin03_v1.1_H000029F_002.ver1.0.g066660.p01 -          LRR_8                PF13855.12   3.6e-11   41.7  12.8   5.1e-07   28.4   1.0   2.9   2   1   2   4   4   3   3 | TM
VITVvi_vZin03_v1.1_P49.ver1.0.g439330.p01          -          LRR_8                PF13855.12   3.8e-11   41.6   0.2   0.00087   18.0   0.1   3.5   2   1   1   3   3   2   2 | TM
VITVvi_vZin03_v1.1_P150.ver1.0.g269620.p01         -          LRR_8                PF13855.12   3.9e-11   41.6   8.9   1.3e-08   33.5   0.7   4.1   3   1   1   4   4   2   2 | SP+TM
VITVvi_vZin03_v1.1_P14.ver1.0.g255970.p01          -          LRR_8                PF13855.12   4.1e-11   41.5   6.3     8e-11   40.6   6.3   1.5   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000052F_006.ver1.0.g090990.p01 -          LRR_8                PF13855.12   4.3e-11   41.5  18.3   1.8e-10   39.4   6.7   3.2   2   1   1   3   3   2   2 | SP+TM
VITVvi_vZin03_v1.1_P155.ver1.0.g273990.p01         -          LRR_8                PF13855.12   4.7e-11   41.3  10.7     2e-05   23.3   0.7   2.5   2   0   0   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P9.ver1.0.g525040.p01           -          LRR_8                PF13855.12   4.8e-11   41.3   6.8   2.5e-08   32.6   1.6   3.1   3   0   0   3   3   2   2 | SP+TM
VITVvi_vZin03_v1.1_H000165F_007.ver1.0.g156210.p01 -          LRR_8                PF13855.12   5.1e-11   41.2  38.0   3.6e-08   32.1   8.1   6.4   3   2   5   8   8   5   4 | SP+TM
VITVvi_vZin03_v1.1_P131.ver1.0.g246520.p01         -          LRR_8                PF13855.12   5.1e-11   41.2  38.0   3.6e-08   32.1   8.1   6.4   3   2   5   8   8   5   4 | SP+TM
VITVvi_vZin03_v1.1_P44.ver1.0.g426380.p01          -          LRR_8                PF13855.12   5.2e-11   41.2  33.9   5.5e-05   21.9   1.6   5.8   2   2   5   7   7   6   3 | SP+TM
VITVvi_vZin03_v1.1_P14.ver1.0.g256150.p01          -          LRR_8                PF13855.12   5.4e-11   41.1   8.1   5.4e-11   41.1   8.1   2.0   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P658.ver1.0.g481500.p01         -          LRR_8                PF13855.12   5.4e-11   41.1  10.3   1.7e-07   29.9   0.7   2.8   2   0   0   2   2   2   2 | TM
VITVvi_vZin03_v1.1_H000443F_002.ver1.0.g193500.p01 -          LRR_8                PF13855.12   5.6e-11   41.1   5.1    0.0011   17.7   0.0   4.6   4   2   1   5   5   4   2 | SP
VITVvi_vZin03_v1.1_H000121F_001.ver1.0.g136960.p01 -          LRR_8                PF13855.12   5.8e-11   41.0  14.5   1.8e-08   33.0   1.0   3.2   3   0   0   3   3   2   2 | SP+TM
VITVvi_vZin03_v1.1_P98.ver1.0.g533280.p01          -          LRR_8                PF13855.12   5.8e-11   41.0  14.5   1.8e-08   33.0   1.0   3.2   3   0   0   3   3   2   2 | SP+TM
VITVvi_vZin03_v1.1_P34.ver1.0.g384230.p01          -          LRR_8                PF13855.12   5.9e-11   41.0  26.5   0.00082   18.1   7.8   5.2   2   2   4   6   6   6   5 | SP+TM
VITVvi_vZin03_v1.1_H000244F_004.ver1.0.g178710.p01 -          LRR_8                PF13855.12   6.5e-11   40.9  22.9   0.00035   19.3   3.1   4.5   3   1   1   4   4   4   3 | SP
VITVvi_vZin03_v1.1_P14.ver1.0.g256040.p01          -          LRR_8                PF13855.12   7.1e-11   40.8   6.6   1.8e-10   39.4   6.6   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000060F_006.ver1.0.g101600.p01 -          LRR_8                PF13855.12   7.6e-11   40.7  37.7   2.2e-05   23.2   9.5   5.8   3   1   3   6   6   4   3 | SP+TM
VITVvi_vZin03_v1.1_H000048F_010.ver1.0.g086610.p01 -          LRR_8                PF13855.12     8e-11   40.6   2.8   3.2e-08   32.2   1.2   2.8   2   0   0   2   2   2   1 | SP+TM
VITVvi_vZin03_v1.1_P12.ver1.0.g235320.p01          -          LRR_8                PF13855.12   8.1e-11   40.6  18.0   3.8e-06   25.6   4.9   3.7   2   1   1   3   3   3   3 | SP+TM
VITVvi_vZin03_v1.1_P50.ver1.0.g446860.p01          -          LRR_8                PF13855.12   8.5e-11   40.5  39.9   2.2e-05   23.2   9.5   5.8   3   1   3   6   6   5   3 | SP+TM
VITVvi_vZin03_v1.1_H000181F_005.ver1.0.g161380.p01 -          LRR_8                PF13855.12   8.8e-11   40.5   9.7     6e-08   31.4   1.1   4.1   3   1   1   4   4   2   2 | SP+TM
VITVvi_vZin03_v1.1_H000790F_001.ver1.0.g198410.p01 -          LRR_8                PF13855.12   1.2e-10   40.1  35.1   6.1e-06   24.9   5.7   3.7   1   1   3   4   4   4   4 | TM
VITVvi_vZin03_v1.1_P14.ver1.0.g253620.p01          -          LRR_8                PF13855.12   1.4e-10   39.9  22.3   8.9e-10   37.2   7.2   3.8   2   1   2   4   4   3   2 | SP+TM
VITVvi_vZin03_v1.1_P12.ver1.0.g234840.p01          -          LRR_8                PF13855.12   1.4e-10   39.8  17.4   1.6e-07   30.0   0.1   4.5   3   1   1   4   4   2   2 | TM
VITVvi_vZin03_v1.1_H000464F_001.ver1.0.g194280.p01 -          LRR_8                PF13855.12   1.4e-10   39.8   6.5   5.4e-08   31.5   5.5   2.5   1   1   1   2   2   2   2 | TM
