#                                                                                                        --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                                 accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                                         ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VITVvi_vCabSauv08_v1.1_Primary000026F.ver1.0.g379290.t01      -          LRRNT_2              PF08263.17   3.6e-49  164.4  18.5   4.9e-13   48.8   0.6   5.2   5   0   0   5   5   4   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000034F_028.ver1.0.g135780.t01 -          LRRNT_2              PF08263.17   7.3e-08   32.2   0.3   2.9e-07   30.3   0.3   2.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000051F_016.ver1.0.g160340.t01 -          LRRNT_2              PF08263.17   7.4e-08   32.2   0.2   7.4e-08   32.2   0.2   2.5   3   0   0   3   3   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000178F.ver1.0.g552810.t01      -          LRRNT_2              PF08263.17   7.5e-08   32.2   1.8     2e-07   30.8   1.8   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_007.ver1.0.g073490.t01 -          LRRNT_2              PF08263.17   7.6e-08   32.2   4.9   1.7e-07   31.1   4.9   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000105F.ver1.0.g496060.t01      -          LRRNT_2              PF08263.17   7.8e-08   32.1   9.4   0.00038   20.3   2.7   3.0   2   0   0   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g320020.t02      -          LRRNT_2              PF08263.17   8.5e-08   32.0   4.9   1.8e-07   30.9   4.9   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_007.ver1.0.g073490.t02 -          LRRNT_2              PF08263.17   8.6e-08   32.0   4.9   1.8e-07   30.9   4.9   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g320020.t01      -          LRRNT_2              PF08263.17   8.7e-08   32.0   4.9   1.9e-07   30.9   4.9   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_007.ver1.0.g073490.t03 -          LRRNT_2              PF08263.17   8.8e-08   32.0   4.9   1.9e-07   30.9   4.9   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g274880.t01      -          LRRNT_2              PF08263.17   8.9e-08   32.0   0.1   2.3e-07   30.6   0.1   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000034F.ver1.0.g399430.t01      -          LRRNT_2              PF08263.17   9.2e-08   31.9   0.3   3.3e-07   30.1   0.3   2.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000010F_020.ver1.0.g077520.t01 -          LRRNT_2              PF08263.17   9.6e-08   31.9   0.3   2.1e-07   30.8   0.3   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000022F.ver1.0.g362830.t01      -          LRRNT_2              PF08263.17   9.6e-08   31.9   1.2     2e-07   30.8   1.2   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000044F_011.ver1.0.g151770.t01 -          LRRNT_2              PF08263.17   1.1e-07   31.7   9.4   0.00082   19.3   1.0   3.2   3   0   0   3   3   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000033F_005.ver1.0.g134130.t01 -          LRRNT_2              PF08263.17   1.1e-07   31.7   0.5   1.9e-07   30.9   0.5   1.4   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000033F.ver1.0.g397720.t01      -          LRRNT_2              PF08263.17   1.1e-07   31.7   0.5   1.9e-07   30.9   0.5   1.4   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000319F.ver1.0.g594060.t01      -          LRRNT_2              PF08263.17   1.2e-07   31.6   0.1   3.3e-07   30.2   0.1   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000048F.ver1.0.g422730.t01      -          LRRNT_2              PF08263.17   1.3e-07   31.5   0.6   1.3e-07   31.5   0.6   2.6   3   0   0   3   3   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000432F.ver1.0.g608580.t01      -          LRRNT_2              PF08263.17   1.3e-07   31.4   7.5   5.1e-07   29.5   7.5   2.1   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000034F_035.ver1.0.g136550.t01 -          LRRNT_2              PF08263.17   1.3e-07   31.4   1.5   3.2e-07   30.2   0.3   2.5   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000105F.ver1.0.g496040.t01      -          LRRNT_2              PF08263.17   1.3e-07   31.4   0.8   4.1e-07   29.8   0.8   1.9   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000288F.ver1.0.g588010.t01      -          LRRNT_2              PF08263.17   1.4e-07   31.4   2.4   3.5e-07   30.1   2.4   1.8   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000093F_009.ver1.0.g197040.t01 -          LRRNT_2              PF08263.17   1.4e-07   31.3   1.1   1.4e-07   31.3   1.1   2.3   3   0   0   3   3   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000037F.ver1.0.g403350.t01      -          LRRNT_2              PF08263.17   1.5e-07   31.2   1.2   1.5e-07   31.2   1.2   2.5   3   0   0   3   3   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000432F.ver1.0.g608560.t01      -          LRRNT_2              PF08263.17   1.6e-07   31.2   8.8   8.4e-07   28.8   8.8   2.2   1   1   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000093F.ver1.0.g481200.t01      -          LRRNT_2              PF08263.17   1.6e-07   31.2   1.1   1.6e-07   31.2   1.1   2.3   3   0   0   3   3   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000078F.ver1.0.g459790.t01      -          LRRNT_2              PF08263.17   1.6e-07   31.1   3.6   4.1e-07   29.8   3.6   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000105F.ver1.0.g495840.t01      -          LRRNT_2              PF08263.17   1.6e-07   31.1   1.0   4.7e-07   29.6   1.0   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000025F.ver1.0.g373920.t01      -          LRRNT_2              PF08263.17   1.6e-07   31.1   3.6   4.1e-07   29.8   3.6   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g273940.t02      -          LRRNT_2              PF08263.17   1.6e-07   31.1   0.5   7.8e-07   28.9   0.1   2.3   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000044F.ver1.0.g416380.t01      -          LRRNT_2              PF08263.17   1.7e-07   31.1   9.8   0.00088   19.2   1.0   3.2   3   0   0   3   3   2   2 | TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g273940.t01      -          LRRNT_2              PF08263.17   1.7e-07   31.0   0.5   8.3e-07   28.9   0.1   2.3   2   0   0   2   2   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g273940.t04      -          LRRNT_2              PF08263.17   1.7e-07   31.0   0.5   8.3e-07   28.9   0.1   2.3   2   0   0   2   2   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g273940.t05      -          LRRNT_2              PF08263.17   1.7e-07   31.0   0.5   8.3e-07   28.9   0.1   2.3   2   0   0   2   2   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000026F.ver1.0.g377010.t01      -          LRRNT_2              PF08263.17   1.7e-07   31.0   0.7   3.9e-07   29.9   0.7   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000105F.ver1.0.g495890.t01      -          LRRNT_2              PF08263.17   1.8e-07   31.0   2.0   4.3e-07   29.8   2.0   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000178F.ver1.0.g552740.t01      -          LRRNT_2              PF08263.17   1.8e-07   31.0   2.0   4.3e-07   29.8   2.0   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157290.t01 -          LRRNT_2              PF08263.17   1.8e-07   31.0   0.6   1.8e-07   31.0   0.6   2.3   2   0   0   2   2   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000048F.ver1.0.g422730.t02      -          LRRNT_2              PF08263.17   1.8e-07   31.0   0.6   1.8e-07   31.0   0.6   2.3   2   0   0   2   2   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000308F.ver1.0.g592580.t01      -          LRRNT_2              PF08263.17   1.9e-07   30.9   2.5   6.4e-07   29.2   2.5   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000037F.ver1.0.g403320.t01      -          LRRNT_2              PF08263.17     2e-07   30.9   3.3     2e-07   30.8   0.1   2.8   3   0   0   3   3   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000432F.ver1.0.g608530.t01      -          LRRNT_2              PF08263.17   2.2e-07   30.7   6.7   9.1e-07   28.7   6.7   2.1   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000096F.ver1.0.g485610.t01      -          LRRNT_2              PF08263.17   2.3e-07   30.7   1.7   7.4e-07   29.0   1.7   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157060.t01 -          LRRNT_2              PF08263.17   2.3e-07   30.6   3.7   7.2e-07   29.1   3.7   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g273940.t03      -          LRRNT_2              PF08263.17   2.5e-07   30.5   0.1   6.1e-07   29.3   0.1   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000000F_065.ver1.0.g007490.t01 -          LRRNT_2              PF08263.17   2.8e-07   30.4   2.6     7e-07   29.1   2.6   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000014F_032.ver1.0.g088330.t01 -          LRRNT_2              PF08263.17   2.8e-07   30.4   0.1   8.2e-07   28.9   0.1   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000073F_006.ver1.0.g181270.t01 -          LRRNT_2              PF08263.17     3e-07   30.3  10.9     3e-06   27.1  10.9   2.6   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000078F.ver1.0.g459830.t01      -          LRRNT_2              PF08263.17     3e-07   30.3   2.5     9e-07   28.7   2.5   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157020.t02 -          LRRNT_2              PF08263.17     3e-07   30.2   2.4   1.1e-06   28.4   2.4   2.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157020.t03 -          LRRNT_2              PF08263.17   3.3e-07   30.1   2.4   1.1e-06   28.4   2.4   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000057F.ver1.0.g434250.t01      -          LRRNT_2              PF08263.17   3.5e-07   30.1   0.2   7.9e-07   28.9   0.2   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000075F.ver1.0.g457140.t01      -          LRRNT_2              PF08263.17   3.5e-07   30.1   0.2   7.9e-07   28.9   0.2   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000048F.ver1.0.g422510.t01      -          LRRNT_2              PF08263.17   3.5e-07   30.1   3.0   1.1e-06   28.5   3.0   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000105F.ver1.0.g495980.t01      -          LRRNT_2              PF08263.17   3.7e-07   30.0   1.0     9e-07   28.7   1.0   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000025F.ver1.0.g373940.t01      -          LRRNT_2              PF08263.17   3.7e-07   30.0   2.5     1e-06   28.6   2.5   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157020.t01 -          LRRNT_2              PF08263.17   3.8e-07   29.9   2.4   1.3e-06   28.3   2.4   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000048F.ver1.0.g422480.t03      -          LRRNT_2              PF08263.17     4e-07   29.9   5.5   1.3e-06   28.2   5.5   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000010F_003.ver1.0.g077100.t01 -          LRRNT_2              PF08263.17   4.2e-07   29.8   1.2     1e-06   28.6   1.2   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000048F.ver1.0.g422480.t01      -          LRRNT_2              PF08263.17   4.3e-07   29.8   5.5   1.5e-06   28.0   5.5   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000118F_002.ver1.0.g215710.t01 -          LRRNT_2              PF08263.17   4.4e-07   29.8   1.9   4.4e-07   29.8   1.9   2.1   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000118F_002.ver1.0.g215710.t02 -          LRRNT_2              PF08263.17   4.4e-07   29.8   1.9   4.4e-07   29.8   1.9   2.1   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000118F_002.ver1.0.g215710.t03 -          LRRNT_2              PF08263.17   4.4e-07   29.8   1.9   4.4e-07   29.8   1.9   2.1   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000118F_002.ver1.0.g215710.t05 -          LRRNT_2              PF08263.17   4.4e-07   29.8   1.9   4.4e-07   29.8   1.9   2.1   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000118F_002.ver1.0.g215710.t06 -          LRRNT_2              PF08263.17   4.4e-07   29.8   1.9   4.4e-07   29.8   1.9   2.1   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000118F_002.ver1.0.g215710.t07 -          LRRNT_2              PF08263.17   4.4e-07   29.8   1.9   4.4e-07   29.8   1.9   2.1   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000010F.ver1.0.g326130.t01      -          LRRNT_2              PF08263.17   4.4e-07   29.7   1.2     1e-06   28.6   1.2   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000024F.ver1.0.g369640.t01      -          LRRNT_2              PF08263.17   4.5e-07   29.7   1.3   1.1e-06   28.4   1.3   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157010.t01 -          LRRNT_2              PF08263.17   4.5e-07   29.7   5.5   1.3e-06   28.2   5.5   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000026F.ver1.0.g376470.t01      -          LRRNT_2              PF08263.17   4.6e-07   29.7   1.7   1.4e-06   28.1   1.7   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000024F_036.ver1.0.g116780.t01 -          LRRNT_2              PF08263.17   4.7e-07   29.7   1.3   1.2e-06   28.3   1.3   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000048F.ver1.0.g422480.t02      -          LRRNT_2              PF08263.17   4.7e-07   29.6   5.5   1.5e-06   28.0   5.5   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000118F_002.ver1.0.g215710.t04 -          LRRNT_2              PF08263.17   4.7e-07   29.6   1.9   4.7e-07   29.6   1.9   2.0   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000096F_007.ver1.0.g199510.t01 -          LRRNT_2              PF08263.17   5.2e-07   29.5   2.1   1.4e-06   28.1   2.1   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000118F.ver1.0.g509090.t01      -          LRRNT_2              PF08263.17   5.2e-07   29.5   1.9   5.2e-07   29.5   1.9   2.5   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157010.t02 -          LRRNT_2              PF08263.17   5.2e-07   29.5   5.5   1.5e-06   28.0   5.5   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000057F.ver1.0.g434660.t02      -          LRRNT_2              PF08263.17   5.3e-07   29.5   0.9   1.4e-06   28.2   0.9   1.8   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000075F.ver1.0.g456770.t02      -          LRRNT_2              PF08263.17   5.3e-07   29.5   0.9   1.4e-06   28.2   0.9   1.8   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157030.t03 -          LRRNT_2              PF08263.17   5.4e-07   29.5   3.8   1.6e-06   27.9   3.8   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g268690.t01      -          LRRNT_2              PF08263.17   5.4e-07   29.5   0.1   1.2e-06   28.4   0.1   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157030.t04 -          LRRNT_2              PF08263.17   5.4e-07   29.4   3.8   1.6e-06   27.9   3.8   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157030.t01 -          LRRNT_2              PF08263.17   5.8e-07   29.4   3.8   1.8e-06   27.8   3.8   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157030.t02 -          LRRNT_2              PF08263.17   6.2e-07   29.3   3.8   1.8e-06   27.8   3.8   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g337300.t01      -          LRRNT_2              PF08263.17   6.3e-07   29.2   2.2   7.5e-07   29.0   0.1   2.3   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000636F.ver1.0.g619810.t01      -          LRRNT_2              PF08263.17   6.8e-07   29.1   0.9   1.7e-06   27.8   0.9   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g260510.t01      -          LRRNT_2              PF08263.17   6.8e-07   29.1   0.2   1.4e-06   28.1   0.2   1.5   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000504F.ver1.0.g614830.t01      -          LRRNT_2              PF08263.17   7.2e-07   29.0   2.1   1.6e-06   27.9   2.1   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000153F.ver1.0.g536540.t01      -          LRRNT_2              PF08263.17   7.4e-07   29.0   1.1   1.9e-06   27.7   1.1   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000003F.ver1.0.g289150.t02      -          LRRNT_2              PF08263.17     8e-07   28.9   0.2     8e-07   28.9   0.2   2.3   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000083F.ver1.0.g466600.t01      -          LRRNT_2              PF08263.17   8.1e-07   28.9   2.4   1.8e-06   27.8   2.4   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000003F.ver1.0.g289150.t01      -          LRRNT_2              PF08263.17   8.4e-07   28.8   0.2   8.4e-07   28.8   0.2   2.2   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000153F_001.ver1.0.g232640.t04 -          LRRNT_2              PF08263.17   9.4e-07   28.7   2.4   2.7e-06   27.2   2.4   1.9   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000153F.ver1.0.g537100.t03      -          LRRNT_2              PF08263.17   9.6e-07   28.7   2.4   2.7e-06   27.2   2.4   1.9   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g321030.t01      -          LRRNT_2              PF08263.17     1e-06   28.6   0.1   2.4e-06   27.4   0.1   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g260510.t02      -          LRRNT_2              PF08263.17   1.1e-06   28.4   0.2   2.2e-06   27.5   0.2   1.5   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_017.ver1.0.g074910.t01 -          LRRNT_2              PF08263.17   1.3e-06   28.3   0.1   2.7e-06   27.2   0.1   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000049F_003.ver1.0.g158120.t01 -          LRRNT_2              PF08263.17   1.5e-06   28.0  15.4   8.3e-05   22.5  15.4   3.0   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_011.ver1.0.g074350.t05 -          LRRNT_2              PF08263.17   1.6e-06   27.9   1.6   1.6e-06   27.9   1.6   2.4   3   0   0   3   3   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_011.ver1.0.g074350.t02 -          LRRNT_2              PF08263.17   1.7e-06   27.8   1.6   1.7e-06   27.8   1.6   2.4   3   0   0   3   3   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_011.ver1.0.g074350.t04 -          LRRNT_2              PF08263.17   1.7e-06   27.8   1.6   1.7e-06   27.8   1.6   2.4   3   0   0   3   3   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_011.ver1.0.g074350.t03 -          LRRNT_2              PF08263.17   1.8e-06   27.8   1.6   1.8e-06   27.8   1.6   2.4   3   0   0   3   3   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000085F.ver1.0.g471130.t01      -          LRRNT_2              PF08263.17   1.8e-06   27.8   0.4   3.3e-06   26.9   0.4   1.5   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000051F.ver1.0.g426170.t01      -          LRRNT_2              PF08263.17   1.8e-06   27.7   0.8   5.9e-06   26.1   0.8   2.0   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000051F_016.ver1.0.g160440.t01 -          LRRNT_2              PF08263.17   1.8e-06   27.7   0.8   5.9e-06   26.1   0.8   2.0   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000308F.ver1.0.g592550.t01      -          LRRNT_2              PF08263.17   1.9e-06   27.7   2.8     6e-06   26.1   2.8   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_011.ver1.0.g074350.t01 -          LRRNT_2              PF08263.17   2.3e-06   27.4   1.6   2.3e-06   27.4   1.6   2.8   3   0   0   3   3   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000010F.ver1.0.g325920.t01      -          LRRNT_2              PF08263.17   2.5e-06   27.3   0.1   5.1e-06   26.3   0.1   1.6   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000000F_021.ver1.0.g001520.t01 -          LRRNT_2              PF08263.17   2.6e-06   27.2   0.5   5.3e-06   26.3   0.5   1.5   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000117F_004.ver1.0.g215440.t01 -          LRRNT_2              PF08263.17   2.8e-06   27.2   1.8   2.8e-06   27.2   1.8   2.3   2   0   0   2   2   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000136F.ver1.0.g524480.t01      -          LRRNT_2              PF08263.17     3e-06   27.1   0.6     1e-05   25.4   0.6   2.0   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000178F.ver1.0.g552790.t01      -          LRRNT_2              PF08263.17     3e-06   27.1   0.3   7.6e-06   25.8   0.3   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000117F.ver1.0.g508130.t01      -          LRRNT_2              PF08263.17   3.2e-06   27.0   1.8   3.2e-06   27.0   1.8   2.8   3   0   0   3   3   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000049F.ver1.0.g424770.t01      -          LRRNT_2              PF08263.17   3.8e-06   26.7  12.6   7.7e-05   22.6  12.6   3.0   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000139F_001.ver1.0.g227550.t01 -          LRRNT_2              PF08263.17     4e-06   26.7   0.1   8.2e-06   25.7   0.1   1.6   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000139F.ver1.0.g527000.t01      -          LRRNT_2              PF08263.17     4e-06   26.7   0.1   8.2e-06   25.7   0.1   1.6   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000000F_021.ver1.0.g001520.t02 -          LRRNT_2              PF08263.17   4.2e-06   26.6   0.4   8.1e-06   25.7   0.4   1.5   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000032F_002.ver1.0.g132560.t01 -          LRRNT_2              PF08263.17   4.2e-06   26.6   4.1   5.8e-06   26.1   2.1   2.4   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000032F.ver1.0.g396370.t01      -          LRRNT_2              PF08263.17   4.2e-06   26.6   4.1   5.8e-06   26.1   2.1   2.4   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000432F.ver1.0.g608590.t01      -          LRRNT_2              PF08263.17   4.9e-06   26.4   6.4   1.6e-05   24.7   6.4   1.9   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000014F_023.ver1.0.g086680.t06 -          LRRNT_2              PF08263.17     5e-06   26.4   0.4   1.2e-05   25.1   0.4   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000014F_023.ver1.0.g086680.t05 -          LRRNT_2              PF08263.17     5e-06   26.3   0.4   1.2e-05   25.1   0.4   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g513470.t01      -          LRRNT_2              PF08263.17   5.1e-06   26.3   5.4   5.3e-06   26.3   3.7   2.0   2   0   0   2   2   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g339150.t02      -          LRRNT_2              PF08263.17   5.1e-06   26.3   0.4   1.2e-05   25.1   0.4   1.7   1   0   0   1   1   1   1 | SP+TM
