#                                                                                                        --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                                 accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                                         ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VITVvi_vCabSauv08_v1.1_Haplotig000027F_031.ver1.0.g122650.t01 -          LRR_8                PF13855.12  1.1e-136  444.3 271.8   2.7e-10   39.5   5.3  33.4  19  11  14  35  35  34  31 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000125F.ver1.0.g515210.t01      -          LRR_8                PF13855.12   1.6e-57  190.8 103.9   1.3e-08   34.1   0.1  14.0   6   4  10  17  17  15  15 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000316F.ver1.0.g593480.t01      -          LRR_8                PF13855.12   1.8e-57  190.6 133.4   9.3e-08   31.4   6.7  16.8   7   5  11  19  19  18  16 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000136F.ver1.0.g524480.t01      -          LRR_8                PF13855.12   1.9e-57  190.6 118.7   2.1e-07   30.3   1.7  20.2  15   4   3  19  19  15  14 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000123F_011.ver1.0.g217250.t01 -          LRR_8                PF13855.12   1.9e-57  190.6 144.0   1.5e-07   30.7   6.8  21.8  17   4   8  25  25  21  14 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000014F_032.ver1.0.g088140.t01 -          LRR_8                PF13855.12   3.7e-57  189.6  87.9   1.6e-09   37.0   2.6  14.3  10   4   5  15  15  14  11 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000125F_004.ver1.0.g219050.t01 -          LRR_8                PF13855.12     4e-57  189.5  98.3   5.9e-08   32.0   1.2  14.8  12   3   2  14  14  12  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g272520.t01      -          LRR_8                PF13855.12   7.4e-57  188.7 115.9   4.4e-11   42.0   3.7  14.5   8   5   8  16  16  16  15 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000098F_001.ver1.0.g200980.t01 -          LRR_8                PF13855.12   9.9e-57  188.3 125.9   2.3e-08   33.3   8.8  15.5   6   4  10  17  17  16  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000316F_005.ver1.0.g247520.t01 -          LRR_8                PF13855.12   1.4e-56  187.7 114.3   8.9e-10   37.9   3.2  14.1   7   5   7  15  15  13  13 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000125F_004.ver1.0.g219070.t01 -          LRR_8                PF13855.12   1.7e-56  187.5  89.4   1.3e-08   34.1   5.4  13.1   8   3   6  14  14  13  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000107F.ver1.0.g497910.t01      -          LRR_8                PF13855.12   3.1e-56  186.6 116.1   7.4e-08   31.7   5.1  15.1   7   5   7  16  16  15  15 | TM
VITVvi_vCabSauv08_v1.1_Primary000098F.ver1.0.g486660.t01      -          LRR_8                PF13855.12   3.4e-56  186.5 109.9   9.7e-10   37.7   3.5  14.0   6   3  13  19  19  18  16 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000125F.ver1.0.g515670.t01      -          LRR_8                PF13855.12   3.8e-56  186.4  89.8   4.1e-08   32.5   5.9  13.4   9   3   5  14  14  12  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000051F.ver1.0.g425980.t01      -          LRR_8                PF13855.12   4.1e-56  186.3  92.5   5.2e-08   32.2   1.6  12.1   5   2   8  15  15  15  14 | TM
VITVvi_vCabSauv08_v1.1_Primary000021F.ver1.0.g358650.t01      -          LRR_8                PF13855.12   4.2e-56  186.2 117.9   3.4e-09   36.0   0.9  15.6   7   5   9  17  17  16  15 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000051F_016.ver1.0.g160340.t01 -          LRR_8                PF13855.12   4.9e-56  186.0  88.1   2.5e-07   30.0   1.3  13.0   5   3   7  14  14  13  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000125F.ver1.0.g515630.t01      -          LRR_8                PF13855.12   6.4e-56  185.6  96.9   3.3e-08   32.8   5.3  15.0   9   5   7  16  16  14  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000075F.ver1.0.g455720.t01      -          LRR_8                PF13855.12   1.1e-55  184.9 115.8   4.1e-07   29.3   6.7  15.8   8   4   5  16  16  15  14 | TM
VITVvi_vCabSauv08_v1.1_Primary000052F.ver1.0.g427420.t01      -          LRR_8                PF13855.12   1.1e-55  184.8  96.6   1.7e-09   37.0   5.4  14.7   6   4  10  16  16  15  14 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000105F.ver1.0.g495840.t01      -          LRR_8                PF13855.12   1.2e-55  184.8 106.5     1e-07   31.3   6.4  14.2  10   4   5  15  15  13  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000057F.ver1.0.g435770.t01      -          LRR_8                PF13855.12   1.3e-55  184.6 115.9   4.5e-07   29.2   6.8  15.7   8   4   6  16  16  15  14 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000052F_004.ver1.0.g160930.t01 -          LRR_8                PF13855.12   1.1e-54  181.7  89.4   1.8e-08   33.7   5.2  14.3   9   4   6  15  15  13  13 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000021F_038.ver1.0.g106800.t01 -          LRR_8                PF13855.12   1.5e-54  181.3 115.9     4e-09   35.8   0.7  15.4   6   4   6  15  15  14  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_017.ver1.0.g075870.t01 -          LRR_8                PF13855.12   1.7e-54  181.1  82.0     1e-07   31.3   1.8  11.6   5   3   7  13  13  12  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g321910.t01      -          LRR_8                PF13855.12   2.1e-54  180.8  81.8   1.5e-07   30.7   4.3  11.6   5   3   8  14  14  13  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000098F_001.ver1.0.g200890.t01 -          LRR_8                PF13855.12   2.5e-54  180.6 117.3   4.2e-07   29.3   1.4  14.7   5   5  13  18  18  17  15 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000070F.ver1.0.g451380.t01      -          LRR_8                PF13855.12   2.9e-54  180.4 107.0   2.1e-09   36.6   0.3  14.2   7   5   4  13  13  12  11 | TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g319920.t01      -          LRR_8                PF13855.12   7.1e-54  179.1 134.9   2.8e-09   36.3   2.7  17.1   9   4   5  17  17  15  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g337120.t01      -          LRR_8                PF13855.12   7.2e-54  179.1 104.2   4.5e-08   32.4   3.1  14.1   7   5   7  16  16  14  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000070F.ver1.0.g451380.t02      -          LRR_8                PF13855.12   9.5e-54  178.7 103.9   2.2e-09   36.6   0.3  14.8   8   4   4  14  14  12  11 | TM
VITVvi_vCabSauv08_v1.1_Primary000178F.ver1.0.g552810.t01      -          LRR_8                PF13855.12   1.3e-53  178.3 107.9   6.8e-08   31.8   1.5  15.1  10   4   6  16  16  14  14 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g337050.t01      -          LRR_8                PF13855.12   1.4e-53  178.1 120.1   7.4e-10   38.1   0.9  17.3  10   5  11  21  21  20  15 | TM
VITVvi_vCabSauv08_v1.1_Primary000178F.ver1.0.g552690.t01      -          LRR_8                PF13855.12   1.6e-53  177.9 115.4     2e-08   33.5   1.5  14.7   8   5   7  15  15  14  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000118F.ver1.0.g509090.t01      -          LRR_8                PF13855.12   5.8e-53  176.2 127.1   3.4e-08   32.8   4.8  13.9   5   3   8  14  14  14  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000031F_001.ver1.0.g131500.t01 -          LRR_8                PF13855.12   6.3e-53  176.1  95.4   2.3e-09   36.5   6.1  10.4   5   2   5  11  11  10  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000070F.ver1.0.g451460.t01      -          LRR_8                PF13855.12   7.9e-53  175.7  95.6   5.2e-10   38.6   1.5  14.1   8   3   6  15  15  14  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_007.ver1.0.g073380.t01 -          LRR_8                PF13855.12   9.2e-53  175.5 137.8   2.3e-09   36.5   2.7  17.2   8   4   4  16  16  14  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000178F.ver1.0.g552790.t01      -          LRR_8                PF13855.12   9.4e-53  175.5 111.8   2.8e-07   29.8   5.4  15.1   9   4   8  17  17  15  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000037F.ver1.0.g403350.t01      -          LRR_8                PF13855.12   1.1e-52  175.3  86.0   3.6e-08   32.7   4.3  13.5   2   2  18  21  21  20  19 | TM
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g259770.t01      -          LRR_8                PF13855.12   1.5e-52  174.8  76.6   2.9e-10   39.4   7.4  11.3   6   3   2  10  10   9   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000000F_021.ver1.0.g000770.t01 -          LRR_8                PF13855.12   1.5e-52  174.8  76.6   2.9e-10   39.4   7.4  11.3   6   3   2  10  10   9   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000105F.ver1.0.g495980.t01      -          LRR_8                PF13855.12   1.8e-52  174.6 111.1   7.9e-07   28.4   5.8  15.3  10   4   8  18  18  16  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000048F.ver1.0.g422510.t01      -          LRR_8                PF13855.12   2.9e-52  174.0 114.9   1.8e-08   33.7   4.3  13.1   6   4   9  15  15  15  14 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000065F_003.ver1.0.g175540.t02 -          LRR_8                PF13855.12   3.2e-52  173.8  70.9   1.4e-11   43.6   4.6  10.2   6   2   4  10  10  10  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000120F.ver1.0.g510350.t01      -          LRR_8                PF13855.12   3.5e-52  173.7  85.0     5e-09   35.4   3.6  12.3   8   5   5  14  14  12  11 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000031F_004.ver1.0.g131970.t01 -          LRR_8                PF13855.12   4.1e-52  173.5 108.7   2.7e-10   39.5  10.7  13.9   6   6   8  15  15  14  11 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000206F_002.ver1.0.g241860.t01 -          LRR_8                PF13855.12   4.2e-52  173.4  75.9   1.1e-13   50.4   2.2  11.5   3   2   9  13  13  13  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000118F_002.ver1.0.g215710.t01 -          LRR_8                PF13855.12   4.3e-52  173.4 126.6     5e-07   29.1   4.8  13.9   5   3   8  14  14  14  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000118F_002.ver1.0.g215710.t02 -          LRR_8                PF13855.12   4.3e-52  173.4 126.6     5e-07   29.1   4.8  13.9   5   3   8  14  14  14  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000118F_002.ver1.0.g215710.t03 -          LRR_8                PF13855.12   4.3e-52  173.4 126.6     5e-07   29.1   4.8  13.9   5   3   8  14  14  14  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000118F_002.ver1.0.g215710.t05 -          LRR_8                PF13855.12   4.3e-52  173.4 126.6     5e-07   29.1   4.8  13.9   5   3   8  14  14  14  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000118F_002.ver1.0.g215710.t06 -          LRR_8                PF13855.12   4.3e-52  173.4 126.6     5e-07   29.1   4.8  13.9   5   3   8  14  14  14  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000118F_002.ver1.0.g215710.t07 -          LRR_8                PF13855.12   4.3e-52  173.4 126.6     5e-07   29.1   4.8  13.9   5   3   8  14  14  14  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000052F.ver1.0.g428690.t01      -          LRR_8                PF13855.12   5.6e-52  173.0  94.0   7.6e-09   34.9   4.7  15.0  11   4   3  14  14  12  11 | TM
VITVvi_vCabSauv08_v1.1_Primary000065F.ver1.0.g446300.t02      -          LRR_8                PF13855.12   6.5e-52  172.8  71.0   1.4e-11   43.6   4.6  10.2   6   2   3  10  10  10  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000288F.ver1.0.g587970.t01      -          LRR_8                PF13855.12   7.4e-52  172.6 130.2   3.1e-07   29.7   4.7  13.7   4   4   9  15  15  15  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000065F_003.ver1.0.g175540.t01 -          LRR_8                PF13855.12   8.3e-52  172.5  71.1   1.6e-11   43.5   4.6  10.1   6   2   5  11  11  11  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000177F.ver1.0.g551880.t01      -          LRR_8                PF13855.12   1.1e-51  172.1  92.8   1.6e-07   30.6   5.4  14.6   7   5  11  18  18  18  17 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000118F_002.ver1.0.g215710.t04 -          LRR_8                PF13855.12   1.1e-51  172.1 126.5   5.1e-07   29.0   4.7  13.9   5   3   8  14  14  14  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000065F.ver1.0.g446300.t01      -          LRR_8                PF13855.12   1.7e-51  171.5  71.1   1.6e-11   43.5   4.6  10.1   6   2   5  11  11  11  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000031F.ver1.0.g393350.t01      -          LRR_8                PF13855.12   2.7e-51  170.9 111.5   8.7e-10   37.9   5.8  13.8   5   5   9  15  15  15  11 | TM
VITVvi_vCabSauv08_v1.1_Primary000078F.ver1.0.g459780.t01      -          LRR_8                PF13855.12   3.5e-51  170.5 135.6   6.9e-07   28.6   2.0  14.3   6   3  10  18  18  17  17 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000102F.ver1.0.g491920.t01      -          LRR_8                PF13855.12     4e-51  170.3 105.8   5.1e-09   35.4   4.4  11.4   8   3   3  12  12  11   9 | TM
VITVvi_vCabSauv08_v1.1_Primary000432F.ver1.0.g608530.t01      -          LRR_8                PF13855.12   4.9e-51  170.0  70.8   4.3e-10   38.9   0.0  10.9   3   2   7  12  12  12  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000178F.ver1.0.g552840.t01      -          LRR_8                PF13855.12   5.1e-51  169.9 146.3   2.4e-08   33.3   2.9  18.5  11   7   6  19  19  16  15 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000016F.ver1.0.g345150.t01      -          LRR_8                PF13855.12   5.4e-51  169.9 138.5   6.1e-09   35.2  10.5  16.1   4   4  14  20  20  19  15 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000432F.ver1.0.g608590.t01      -          LRR_8                PF13855.12   6.4e-51  169.6  81.5   4.2e-08   32.5   0.2  11.0   3   1  10  14  14  13  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000178F.ver1.0.g552770.t01      -          LRR_8                PF13855.12     7e-51  169.5 116.0   1.6e-08   33.9   3.5  15.9   7   2   9  18  18  15  15 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000073F_006.ver1.0.g181270.t01 -          LRR_8                PF13855.12     7e-51  169.5 124.0   7.8e-08   31.6  11.2  14.6   7   5   8  16  16  15  15 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000000F_065.ver1.0.g007390.t01 -          LRR_8                PF13855.12   9.6e-51  169.1  70.5     7e-12   44.6   9.2  10.1   6   4   4  11  11   9   9 | SP
VITVvi_vCabSauv08_v1.1_Primary000010F.ver1.0.g329120.t01      -          LRR_8                PF13855.12   1.2e-50  168.8 119.6   1.1e-10   40.7   2.5  13.8   8   4   7  15  15  13  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157030.t01 -          LRR_8                PF13855.12   1.4e-50  168.6 103.9   3.1e-08   32.9   0.7  13.7   4   2   9  14  14  14  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g256610.t01      -          LRR_8                PF13855.12   1.4e-50  168.5  71.2   9.2e-12   44.2   9.6  10.2   6   4   3  11  11   9   9 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157030.t02 -          LRR_8                PF13855.12   1.6e-50  168.4 104.0   3.1e-08   32.9   0.7  13.7   4   2   9  14  14  14  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000049F_003.ver1.0.g158120.t01 -          LRR_8                PF13855.12   4.2e-50  167.0 112.0   8.1e-08   31.6  10.7  12.5   6   4   6  13  13  13  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157030.t04 -          LRR_8                PF13855.12   6.4e-50  166.4 108.0   2.7e-08   33.1   0.7  13.8   5   2   9  15  15  14  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000004F_076.ver1.0.g047680.t01 -          LRR_8                PF13855.12   6.9e-50  166.3  66.7   2.2e-10   39.8   0.7  10.7   7   3   3  10  10   9   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000316F_003.ver1.0.g247460.t01 -          LRR_8                PF13855.12   7.4e-50  166.2  88.2   7.8e-09   34.8   3.7  12.0   4   4   9  14  14  13  12 | TM
VITVvi_vCabSauv08_v1.1_Primary000316F.ver1.0.g593460.t01      -          LRR_8                PF13855.12   7.4e-50  166.2  88.2   7.8e-09   34.8   3.7  12.0   4   4   9  14  14  13  12 | TM
VITVvi_vCabSauv08_v1.1_Primary000136F.ver1.0.g524290.t01      -          LRR_8                PF13855.12   7.9e-50  166.2 102.8   1.1e-08   34.4   7.9  12.5   7   3   8  15  15  12  11 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000004F_100.ver1.0.g053440.t01 -          LRR_8                PF13855.12   8.2e-50  166.1  67.1   2.2e-10   39.8   0.7  10.7   7   3   3  10  10   9   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000178F.ver1.0.g552820.t01      -          LRR_8                PF13855.12   8.6e-50  166.0  91.2   2.1e-08   33.5   7.3  13.2   8   4   2  13  13  11  11 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157060.t01 -          LRR_8                PF13855.12     1e-49  165.8 120.6   1.9e-08   33.6   5.3  13.3   7   5   7  15  15  14  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000023F_025.ver1.0.g113780.t01 -          LRR_8                PF13855.12     1e-49  165.8  97.1   2.5e-08   33.2   2.5  12.3   6   4   3  12  12  11  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000052F.ver1.0.g427620.t01      -          LRR_8                PF13855.12   1.3e-49  165.5 114.6   5.1e-07   29.0   8.7  14.9   5   4  10  16  16  14  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000049F.ver1.0.g424750.t01      -          LRR_8                PF13855.12   1.4e-49  165.3 118.3   9.7e-08   31.3   2.3  15.6   6   5  11  18  18  17  14 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000025F.ver1.0.g373910.t01      -          LRR_8                PF13855.12     2e-49  164.8 140.4   7.8e-07   28.4   6.5  13.9   5   4  11  18  18  17  17 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000125F_007.ver1.0.g219690.t01 -          LRR_8                PF13855.12   2.3e-49  164.7 106.0     2e-08   33.6   6.8  14.3   7   4   8  15  15  15  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000125F.ver1.0.g515640.t01      -          LRR_8                PF13855.12   2.5e-49  164.6  90.5   1.1e-06   27.9   2.3  14.6  10   3   4  14  14  11  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000049F_003.ver1.0.g158100.t01 -          LRR_8                PF13855.12   3.3e-49  164.2 118.7   9.7e-08   31.3   2.3  15.6   6   5  11  18  18  17  14 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000432F.ver1.0.g608580.t01      -          LRR_8                PF13855.12   3.3e-49  164.1  70.9   4.9e-09   35.5   0.0  10.8   3   2   5  11  11  11  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547410.t01      -          LRR_8                PF13855.12   5.5e-49  163.4 108.1     5e-10   38.7  10.5  13.4   6   6   8  15  15  14  12 | TM
VITVvi_vCabSauv08_v1.1_Primary000152F.ver1.0.g535600.t01      -          LRR_8                PF13855.12   6.2e-49  163.3 132.2   9.6e-06   25.0   3.3  14.2   5   3  10  16  16  16  15 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000152F_009.ver1.0.g231910.t01 -          LRR_8                PF13855.12   7.4e-49  163.0 131.7   9.8e-06   24.9   3.3  14.2   5   3  10  16  16  16  15 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000107F.ver1.0.g497860.t01      -          LRR_8                PF13855.12   1.2e-48  162.4  82.8     2e-05   23.9   1.9  12.4   7   3   5  12  12  11  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000125F_004.ver1.0.g219060.t01 -          LRR_8                PF13855.12   1.3e-48  162.2  86.5   2.5e-07   30.0   3.0  11.7   8   2   3  11  11  11  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000103F.ver1.0.g492740.t01      -          LRR_8                PF13855.12   1.3e-48  162.2  57.4   1.8e-10   40.1   2.0   9.0   4   3   7  11  11  11  11 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_007.ver1.0.g073580.t01 -          LRR_8                PF13855.12   1.5e-48  162.1  78.5   1.6e-09   37.0   2.9  10.9   8   2   4  12  12  10   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000023F.ver1.0.g367520.t01      -          LRR_8                PF13855.12   1.5e-48  162.0 101.2   3.1e-08   32.9   2.8  12.3   5   4   6  14  14  13  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000048F.ver1.0.g422480.t03      -          LRR_8                PF13855.12   1.7e-48  161.9 112.0     5e-07   29.1   2.2  13.8   5   2  12  17  17  16  16 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g337300.t01      -          LRR_8                PF13855.12   2.2e-48  161.5 118.2   1.7e-08   33.8   1.8  15.7   6   4   9  16  16  16  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000178F.ver1.0.g552750.t01      -          LRR_8                PF13855.12   2.3e-48  161.5 120.2   2.1e-07   30.3   8.1  15.9   8   6   9  19  19  16  16 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000020F_003.ver1.0.g101970.t01 -          LRR_8                PF13855.12   2.5e-48  161.3  90.9   7.7e-09   34.9   4.4  13.8   5   3  10  15  15  14  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000095F.ver1.0.g483710.t01      -          LRR_8                PF13855.12   3.8e-48  160.8  97.9   1.3e-05   24.5   0.8  16.7  12   6   5  19  19  11  10 | TM
VITVvi_vCabSauv08_v1.1_Primary000048F.ver1.0.g422480.t01      -          LRR_8                PF13855.12   4.3e-48  160.6 111.5   5.4e-07   28.9   2.1  13.7   5   2  11  17  17  16  16 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000048F.ver1.0.g422480.t02      -          LRR_8                PF13855.12   5.4e-48  160.3 111.7   5.7e-07   28.9   2.2  13.7   5   2  11  17  17  16  16 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157010.t01 -          LRR_8                PF13855.12   6.1e-48  160.1 108.7   4.8e-07   29.1   2.1  13.3   5   2  12  17  17  15  15 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000026F.ver1.0.g375810.t01      -          LRR_8                PF13855.12     1e-47  159.4  72.9   2.4e-07   30.1   2.9  10.0   7   2   2  10  10  10  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g320120.t01      -          LRR_8                PF13855.12   1.2e-47  159.1  77.8   2.2e-09   36.6   2.9  11.0   8   2   4  12  12  10   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000125F.ver1.0.g515050.t01      -          LRR_8                PF13855.12   1.8e-47  158.6 102.3   4.8e-08   32.3   3.9  13.7   8   5   6  15  15  13  11 | SP+TM
